번호,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
4293,210933.0,강원도 강릉시 옥천동 321번지,강원도 강릉시 용지로 147 (옥천동),25552.0,리베라목욕탕,367503.646108067,474947.163580059
4294,210130.0,강원도 강릉시 강문동 23-9,강원도 강릉시 해안로 292 (강문동),25467.0,경포솔향온천,369041.045543968,478261.514444709
4295,210380.0,강원도 강릉시 안현동 856-2,강원도 강릉시 해안로535번길 19 (안현동),25460.0,엠지엠호텔사우나,367418.049611373,480025.252482308
4296,210330.0,강원도 강릉시 죽헌동 323-4,강원도 강릉시 동해대로3305번길 13-2 (죽헌동),25454.0,경포황토불한증막,364783.145363915,477553.012523847
4297,210843.0,강원도 강릉시 성산면 어흘리 567-3번지,강원도 강릉시 성산면 경강로 874,25443.0,대관령24시솔가마,357991.780398194,470447.315159831
4298,210953.0,강원도 강릉시 포남동 1291번지,강원도 강릉시 하평1길 20 (포남동),25566.0,고려목욕탕,368396.287151586,476070.867280179
4299,235100.0,강원도 태백시 장성동 147-23 4통3반,강원도 태백시 석공길 16-13 (장성동),26052.0,유정사우나,378427.439976909,402098.712084657
4300,210806.0,강원도 강릉시 주문진읍 주문리 311-1번지,강원도 강릉시 주문진읍 주문로 144,25412.0,에이스24시 건강랜드,360963.31889202,489604.913895266
4301,210955.0,강원도 강릉시 포남동 1135-5번지,강원도 강릉시 남구길5번길 25 (포남동),25549.0,귀빈목욕탕,367795.488805714,474988.284133103
4302,210932.0,강원도 강릉시 노암동 703-131,강원도 강릉시 임영로 59-1 (노암동),25586.0,노암목욕탕,367105.849104455,473375.907181043
4303,210924.0,강원도 강릉시 교동 1890-1번지,강원도 강릉시 정원로 56 (교동),25515.0,대륙사우나,365215.540885306,475012.642374051
4304,210823.0,강원도 강릉시 강동면 하시동리 산 131-6,강원도 강릉시 강동면 염전길 255,25620.0,메이플비치 호텔사우나,374081.410815356,473390.451001603
4305,210130.0,강원도 강릉시 강문동 274-1,"강원도 강릉시 해안로406번길 2, 지하2층 (강문동)",25460.0,씨마크호텔써멀스위트,368547.155961762,478977.195262739
4306,210130.0,강원도 강릉시 강문동 258-4번지,강원도 강릉시 해안로 476 (강문동),25460.0,스카이베이경포호텔사우나,367974.95182442,479654.314242197
4307,210130.0,강원도 강릉시 강문동 1-1번지 세인트존스 호텔,"강원도 강릉시 창해로 307, 세인트존스 호텔 4층 (강문동)",25467.0,파인비치사우나,369148.595745283,478265.545358288
4308,235100.0,강원도 태백시 장성동 58-18번지 2통1반,강원도 태백시 하장성2길 7 (장성동),26047.0,태양사우나,379745.269840069,402014.189642806
4309,210853.0,강원도 강릉시 사천면 판교리 629-9번지,강원도 강릉시 사천면 구라미등길 25-15,25434.0,구라미온천,361859.206476404,483925.533816896
4310,210933.0,강원도 강릉시 옥천동 280-2번지,강원도 강릉시 옥천로61번길 12 (옥천동),25551.0,황실사우나,367231.571362534,474615.670780115
4311,210020.0,강원도 강릉시 남문동 1-2번지 외1필지(명주동7-4),"강원도 강릉시 경강로2024번길 28 (남문동,외1필지(명주동7-4))",25538.0,그린목욕탕,366806.069849929,473767.607739272
4312,210050.0,강원도 강릉시 성남동 61-6번지,강원도 강릉시 중앙시장1길 3 (성남동),25543.0,중앙목욕탕,367198.881039943,473984.499358404
4313,210926.0,강원도 강릉시 내곡동 461-5번지,강원도 강릉시 범일로 657 (내곡동),25603.0,녹수사우나,365987.295369203,473063.655198123
4314,210834.0,강원도 강릉시 옥계면 현내리 633,강원도 강릉시 옥계면 옥계로 919,25634.0,한라목욕탕,379136.756637975,457125.806096488
4315,240200.0,강원도 동해시 북평동 232-3,"강원도 동해시 전천로 240, 지하1,1,2층 (북평동)",25814.0,북평목욕탕,387306.320834884,444142.142805428
4316,233804.0,강원도 정선군 정선읍 봉양리 46-5번지 8통,강원도 정선군 정선읍 녹송로 94,26122.0,실로암목욕장,347933.901777641,432773.760163719
4317,233807.0,강원도 정선군 정선읍 북실리 703-7번지,강원도 정선군 정선읍 용담길 103,26132.0,그림목욕탕,346241.067307064,431979.258804521
4318,210862.0,강원도 강릉시 연곡면 송림리 804-14,강원도 강릉시 연곡면 진고개로 2418-30,25428.0,소금강사우나,359064.861659603,484489.110620518
4319,233901.0,강원도 정선군 사북읍 사북리 294-14번지,강원도 정선군 사북읍 파랑새길 20,26150.0,황실사우나,361950.631295671,415051.856793278
4320,233901.0,강원도 정선군 사북읍 사북리 356-27,강원도 정선군 사북읍 사북1길 37,26152.0,석탄회관사우나,360900.728082141,415501.610571056
4321,210861.0,강원도 강릉시 연곡면 영진리 359번지,강원도 강릉시 연곡면 연주로 234,25429.0,오션스파,361066.203443094,487395.705198666
4322,219832.0,강원도 고성군 토성면 원암리 331-2번지,강원도 고성군 토성면 고성대로 47-24,24768.0,일성콘도온천사우나,331627.27340262,523921.372713257
4323,219832.0,강원도 고성군 토성면 원암리 474-2,강원도 고성군 토성면 미시령옛길 1153,24768.0,델피노 사우나,330752.610588248,524109.068857919
4324,219832.0,강원도 고성군 토성면 원암리 403-1,강원도 고성군 토성면 미시령옛길 1153,24768.0,오션플레이 사우나,330773.968639765,524312.561018695
4325,219832.0,강원도 고성군 토성면 원암리 362-1번지,강원도 고성군 토성면 고성대로 75-16,24768.0,현대설악탕,331792.615132647,524101.02789867
4326,219832.0,강원도 고성군 토성면 신평리 154-22번지,강원도 고성군 토성면 잼버리동로 267,24763.0,아젤리아,334852.345336121,528344.723418724
4327,680010.0,울산광역시 남구 신정동 554-14,울산광역시 남구 중앙로258번길 36 (신정동),44684.0,우진탕,409828.228764192,229670.218578797
4328,680830.0,울산광역시 남구 신정동 792-3,울산광역시 남구 수암로54번길 18 (신정동),44741.0,태양탕,409775.907491483,227983.898478697
4329,680800.0,울산광역시 남구 달동 118-4번지,"울산광역시 남구 번영로107번길 6, 3층 (달동)",44726.0,수정탕,411086.806802421,228636.955931808
4330,680010.0,"울산광역시 남구 신정동 1191-1 ,1265-18","울산광역시 남구 동산로89번길 6 (신정동,,1265-18)",44656.0,한양탕,409009.07642628,228790.277196488
4331,680814.0,울산광역시 남구 삼산동 1471-2,울산광역시 남구 삼산중로131번길 9 (삼산동),44700.0,천지팰리스,411671.45927784,229754.752566518
4332,680808.0,울산광역시 남구 무거동 491-5,울산광역시 남구 대학로 26 (무거동),44615.0,문수탄산온천,404539.480134141,228815.000525576
4333,680818.0,울산광역시 남구 선암동 142-3번지,울산광역시 남구 산업로339번길 56-5 (선암동),44771.0,대원탕,411704.720164871,226712.599156279
4334,689807.0,"울산광역시 울주군 언양읍 송대리 379-3 외1필지(지하1층,지상1층)","울산광역시 울주군 언양읍 구교동길 35-10 (지하1층,지상1층)",44943.0,에이스사우나,391946.580433156,232077.478070877
4335,689823.0,"울산광역시 울주군 상북면 덕현리 50-4번지 가동(1,2층)","울산광역시 울주군 상북면 석남로 727, 가동 1,2층",44901.0,편백원,386347.167629627,237227.504892297
4336,689851.0,울산광역시 울주군 범서읍 중리 320-1번지,울산광역시 울주군 범서읍 두동로 668-13,44918.0,옛날한증막,401409.601844776,238257.942666215
4337,689804.0,울산광역시 울주군 언양읍 동부리 208-3번지,울산광역시 울주군 언양읍 동문길 62,44942.0,언양사우나 헬스,392546.15990567,231632.82704112
4338,689804.0,"울산광역시 울주군 언양읍 동부리 374-9번지 (2층,3층)","울산광역시 울주군 언양읍 북문5길 16 ((2층,3층))",44939.0,스위트사우나,392619.72873955,232228.666293907
4339,689894.0,"울산광역시 울주군 온산읍 덕신리 1358-5 (1,2층)","울산광역시 울주군 온산읍 영남5길 19-9 ((1,2층))",45002.0,동천탕,409449.292519819,217991.938279973
4340,689903.0,"울산광역시 울주군 온양읍 대안리 22B-3N 2,3층","울산광역시 울주군 온양읍 솔밭2길 36, 2,3층",44980.0,창 사우나,407783.69748,214544.257256
4341,689883.0,울산광역시 울주군 서생면 화정리 915-18번지 외3필지,울산광역시 울주군 서생면 위양로 441 (외3필지),45013.0,백야참숯가마,409423.6539159,212794.61599585
4342,689824.0,울산광역시 울주군 상북면 등억알프스리 507-1,울산광역시 울주군 상북면 알프스온천4길 26,44952.0,간월산온천,387840.856111227,230476.264334405
4343,689853.0,울산광역시 울주군 범서읍 굴화리 31-5번지,울산광역시 울주군 범서읍 굴화2길 6,44933.0,제이원,404999.723213924,230828.771471213
4344,689893.0,울산광역시 울주군 온산읍 덕신리 533-1번지,"울산광역시 울주군 온산읍 신경4길 3, 2,3층",45005.0,우리사우나,409406.25104873,217229.456469438
4345,689894.0,울산광역시 울주군 온산읍 덕신리 1280-3번지,울산광역시 울주군 온산읍 온덕2길 49,45001.0,옥수탕,409660.262407123,217626.237737997
4346,689855.0,울산광역시 울주군 범서읍 천상리 18B-2L번지,울산광역시 울주군 범서읍 천상4길 12,44928.0,황토탕 헬스사우나,401764.156345261,231515.206005225
4347,681804.0,울산광역시 중구 반구동 57-15번지,울산광역시 중구 화합로 418-1 (반구동),44509.0,황토찜질방,411887.503044739,231706.27772639
4348,681300.0,"울산광역시 중구 성안동 503-16번지 (1,2,3층)","울산광역시 중구 성안7길 21, 1,2,3층 (성안동)",44421.0,청유사우나,410138.933850577,233126.848158017
4349,681820.0,"울산광역시 중구 태화동 304 외 1필지(지상1,2,3층) 제2동","울산광역시 중구 북부순환도로 180, 제2동 지상1,2,3층 (태화동)",44433.0,탑유황온천,406878.42417161,231052.530414507
4350,681822.0,울산광역시 중구 학성동 433-1,"울산광역시 중구 구역전2길 30, 1,2,3층 (학성동)",44519.0,셀레늄스파,411088.999907827,231165.701137989
4351,681290.0,울산광역시 중구 서동 42-6,울산광역시 중구 동천5길 52 (서동),44481.0,뉴로얄탕,412353.552896521,233781.272389907
4352,681290.0,울산광역시 중구 서동 250,울산광역시 중구 병영11길 31 (서동),44486.0,진영탕,412624.994850688,233139.382337508
4353,681430.0,"울산광역시 중구 약사동 622-7 (2,3층)",울산광역시 중구 평산로 20 (약사동),44472.0,정안탕,412052.746694398,232405.703507123
4354,681300.0,"울산광역시 중구 성안동 823-1번지 (지상2,3,4층)","울산광역시 중구 함월18길 32-1, 2,3,4층 (성안동)",44422.0,스카이리조트,409500.138609468,233067.132863859
4355,681290.0,울산광역시 중구 서동 54-9번지,울산광역시 중구 병영성4길 135 (서동),44483.0,동천탕,412548.248787389,233686.678367312
4356,681300.0,"울산광역시 중구 성안동 872-1번지 2층,4층","울산광역시 중구 함월10길 9, 2층,4층 (성안동)",44426.0,옥사우나,409260.141135415,232948.946395195
4357,681812.0,울산광역시 중구 성남동 157,"울산광역시 중구 중앙2길 11, 3~4층 (성남동)",44529.0,중앙헬스사우나,410253.858535972,230877.690284402
4358,681818.0,"울산광역시 중구 태화동 24-11번지 (2,3층)","울산광역시 중구 화진4길 6, 2,3층 (태화동)",44452.0,일신스포렉스,409294.445194913,230897.15263935
4359,681819.0,울산광역시 중구 태화동 426-23번지,"울산광역시 중구 신기14길 4, 1~5층 (태화동)",44454.0,태화사우나 헬스,408254.462511231,230460.065895435
4360,681800.0,울산광역시 중구 남외동 550-1,"울산광역시 중구 산전길 16, 1~4층 (남외동, 진암반해수탕)",44487.0,암반약수탕,412934.000911752,232685.137545642
4361,681803.0,울산광역시 중구 다운동 546번지,울산광역시 중구 구루미4길 2 (다운동),44408.0,연화탕,405831.681052149,231200.470791288
4362,681801.0,울산광역시 중구 남외동 58-1번지,울산광역시 중구 곽남8길 31 (남외동),44490.0,백조탕,412229.947969317,232867.84114572
4363,681800.0,울산광역시 중구 남외동 457-12 (지상2~3층),"울산광역시 중구 구교로 262, 2,3층 (남외동)",44507.0,천지헬스사우나,412370.351308993,232268.190434459
4364,681220.0,울산광역시 중구 복산동 191-3,울산광역시 중구 도화골5길 9 (복산동),44477.0,영진탕,411442.648147966,232194.968440418
4365,681807.0,울산광역시 중구 반구동 655-2번지,울산광역시 중구 반구정1안길 51 (반구동),44502.0,광천탕,412612.942397848,230943.349167394
4366,681807.0,울산광역시 중구 반구동 615-5번지,울산광역시 중구 반구정3길 15 (반구동),44501.0,신세계탕,412369.760998818,230978.103094795
4367,681200.0,울산광역시 중구 학산동 13-14,울산광역시 중구 옥교로 49 (학산동),44524.0,옥교탕,411138.417988038,230565.99312058
4368,681815.0,울산광역시 중구 우정동 285-15,울산광역시 중구 당산4길 15 (우정동),44534.0,뉴강남탕,409403.505326305,230711.348140999
4369,681802.0,울산광역시 중구 다운동 780-3,울산광역시 중구 다운로 119 (다운동),44409.0,옥수탕,405421.14730983,231644.513208284
4370,681806.0,울산광역시 중구 반구동 775-5번지,울산광역시 중구 내황3길 19 (반구동),44504.0,학성사우나,412447.789088129,230665.470669728
4371,681818.0,울산광역시 중구 태화동 158-7,울산광역시 중구 신기11길 17,44455.0,애천탕,408484.434057889,230622.477832846
4372,681816.0,울산광역시 중구 우정동 380-23번지,울산광역시 중구 우정4길 4 (우정동),44461.0,선경탕,409552.783679413,231206.195908786
4373,681190.0,울산광역시 중구 옥교동 262-3,울산광역시 중구 옥골샘7길 3 (옥교동),44530.0,안젤여성사우나,410488.238468209,230919.931014843
4374,681819.0,울산광역시 중구 태화동 452-14번지,울산광역시 중구 신기2길 21 (태화동),44457.0,시원청웰빙사우나,407953.408893832,230304.93316047
4375,681820.0,울산광역시 중구 태화동 901-7,울산광역시 중구 난곡15길 27 (태화동),44433.0,청화탕,406801.761285361,230834.266851111
4376,681819.0,울산광역시 중구 태화동 445-13,울산광역시 중구 신기8길 9 (태화동),44457.0,로얄탕,407891.239626299,230444.670390339
4377,681805.0,울산광역시 중구 반구동 103-11번지,울산광역시 중구 서원2길 67 (반구동),44513.0,청수탕,411965.774455049,231504.349501328
4378,681802.0,울산광역시 중구 다운동 755-4번지,울산광역시 중구 다운1길 86 (다운동),44402.0,억수탕,405433.030558049,232024.299840398
4379,681816.0,울산광역시 중구 우정동 401-3,울산광역시 중구 우정7길 37 (우정동),44461.0,우정사우나,409484.125556844,231391.048720155
4380,681190.0,울산광역시 중구 옥교동 315-4,울산광역시 중구 옥교4길 20 (옥교동),44523.0,청강탕,410752.369065953,230706.476402337
4381,681813.0,울산광역시 중구 성남동 179-9,울산광역시 중구 당산4길 122 (성남동),44529.0,용성탕,410012.217194479,230841.950117893
4382,,울산광역시 울주군 청량읍 삼정리 755-1 쌍용하나빌리지상가내,울산광역시 울주군 청량읍 삼정로 92-3 (쌍용하나빌리지상가),44961.0,삼정탕,403004.274196836,224116.527867381
4383,689893.0,울산광역시 울주군 온산읍 덕신리 560-5 .6,울산광역시 울주군 온산읍 신경6길 7 (.6),45005.0,덕신탕,409605.208461227,217257.548031676
4384,689905.0,울산광역시 울주군 온양읍 운화리 2-5 .7,울산광역시 울주군 온양읍 태화7길 50-9,44973.0,광천탕,407077.253148464,215253.976630229
4385,689902.0,울산광역시 울주군 온양읍 남창리 221-1번지,울산광역시 울주군 온양읍 남창1길 51,44974.0,신화목욕탕,407128.355031213,215453.454839744
4386,689821.0,울산광역시 울주군 상북면 산전리 1104 외3필지,울산광역시 울주군 상북면 송락골길 169 (외3필지),44902.0,알프스랜드,390098.644682247,236072.636753905
4387,681280.0,울산광역시 중구 동동 695,울산광역시 중구 병영10길 5 (동동),44488.0,한샘탕,412639.725784013,232891.418235209
4388,689904.0,"울산광역시 울주군 온양읍 발리 634-1 (1동 2,3층)","울산광역시 울주군 온양읍 상발2길 34 ((1동 2,3층))",44976.0,발리온천개발(주),408246.093387479,214193.338727737
4389,689873.0,울산광역시 울주군 웅촌면 대복리 302,울산광역시 울주군 웅촌면 삼동로 1617-2,44962.0,장백탕,400777.492590569,223590.852969132
4390,689806.0,울산광역시 울주군 언양읍 서부리 232-4,울산광역시 울주군 언양읍 웃방천4길 9,44944.0,장수탕,391223.627924526,231878.00085059
4391,,울산광역시 울주군 청량읍 상남리 648-4번지 .649-2,울산광역시 울주군 청량읍 송전길 47-4 (.649-2),44984.0,양지탕,409294.259253474,223538.458368257
4392,689823.0,울산광역시 울주군 상북면 덕현리 686-1,울산광역시 울주군 상북면 운문로 48,,(주)가지산온천개발,385616.808078887,237615.54794439
4393,689824.0,울산광역시 울주군 상북면 등억알프스리 531-1,울산광역시 울주군 상북면 알프스온천3길 16,44952.0,신불산온천,388306.575021056,230260.820194156
4394,689852.0,울산광역시 울주군 범서읍 구영리 1004 1~3층,"울산광역시 울주군 범서읍 점촌6길 21, 1~3층",44925.0,구영 웰빙 온천,403115.044314473,232190.285807653
4395,689893.0,"울산광역시 울주군 온산읍 덕신리 362-3 .4(지하1층, 지상1.2층)","울산광역시 울주군 온산읍 신경3길 50-14 (.4(지하1층, 지상1.2층))",45005.0,억수탕,409387.600579119,216942.141640921
4396,689842.0,"울산광역시 울주군 두동면 은편리 919-3 (2,3,4,5,6,7,8,9,10,11,12,13,14동)","울산광역시 울주군 두동면 두동로 721-31 (2,3,4,5,6,7,8,9,10,11,12,13,14동)",44916.0,인우드찜질방,400924.182202177,238511.667466367
4397,689804.0,울산광역시 울주군 언양읍 동부리 193-2번지,울산광역시 울주군 언양읍 남문2길 3,44942.0,엠사우나,392417.539577791,231637.643368011
4398,689806.0,울산광역시 울주군 언양읍 서부리 304번지,울산광역시 울주군 언양읍 방천2길 11,44945.0,유림사우나,391774.050169454,231631.788888936
4399,,울산광역시 울주군 청량읍 상남리 575-2,울산광역시 울주군 청량읍 신덕하1길 4,44984.0,현대탕,409246.480491648,223799.281094622
4400,689902.0,울산광역시 울주군 온양읍 남창리 235-17번지 2층,"울산광역시 울주군 온양읍 남창1길 25-1, 2층",44974.0,편백나무숲,407139.006431327,215593.061799577
4401,681230.0,울산광역시 중구 북정동 115-7번지,울산광역시 중구 포교당길 8 (북정동),44468.0,뉴영진탕,410433.45623681,231335.474391552
4402,681821.0,울산광역시 중구 학성동 156-3번지,울산광역시 중구 옥교14길 36 (학성동),44526.0,학성탕,411653.214901899,230710.200154957
4403,681814.0,울산광역시 중구 우정동 269-4,울산광역시 중구 우암길 29 (우정동),44467.0,영진탕,409703.466414346,231023.138210446
4404,681804.0,울산광역시 중구 반구동 98-3번지,울산광역시 중구 서원1길 41 (반구동),44510.0,수정탕,411803.392519165,231614.061886281
4405,689802.0,울산광역시 울주군 언양읍 남부리 155,울산광역시 울주군 언양읍 옛장터1길 33-2,44946.0,은정탕,392537.360033686,231523.946227607
4406,689903.0,울산광역시 울주군 온양읍 대안리 572-7,울산광역시 울주군 온양읍 대안1길 12,44978.0,남창탕,407069.287321737,214799.831149349
4407,689893.0,울산광역시 울주군 온산읍 덕신리 283-9,울산광역시 울주군 온산읍 신온2길 16,45006.0,장수탕,409770.555229526,217081.833605933
4408,689824.0,울산광역시 울주군 상북면 등억알프스리 369-1,울산광역시 울주군 상북면 등억알프스로 333,44952.0,작천정참숯가마,388752.0,230509.0
4409,689872.0,울산광역시 울주군 웅촌면 곡천리 . 서중구획정리지구 6B 5L,울산광역시 울주군 웅촌면 서중2길 16,44965.0,웅촌목욕탕,400127.1062571,220326.699037611
4410,689855.0,울산광역시 울주군 범서읍 천상리 366-1번지,울산광역시 울주군 범서읍 천상1길 19-10,44931.0,천지연사우나,402276.347502515,231545.173398365
4411,689804.0,울산광역시 울주군 언양읍 동부리 133-1번지,울산광역시 울주군 언양읍 동부8길 19-4,44941.0,백조탕,392720.484539031,231532.001362358
4412,689893.0,울산광역시 울주군 온산읍 덕신리 292-6번지,울산광역시 울주군 온산읍 신온4길 3-12,45006.0,부영탕,409630.979036769,217036.59234039
4413,689882.0,울산광역시 울주군 서생면 신암리 332번지 외1필지,울산광역시 울주군 서생면 신리길 115,45014.0,서생신암해수탕,410931.388880709,207666.819094234
4414,689851.0,울산광역시 울주군 범서읍 중리 225-1번지,울산광역시 울주군 범서읍 두동로 704,44918.0,범서온천지지워터피아,401202.338342698,238459.225412568
4415,689815.0,울산광역시 울주군 삼남면 신화리 1481-15번지,울산광역시 울주군 삼남면 중남로 73,44953.0,삼화탕,391172.351239338,228527.101796999
4416,680808.0,울산광역시 남구 무거동 481-7,울산광역시 남구 문수로75번길 4-11 (무거동),44614.0,아리수사우나헬스,405159.253617855,228975.548304266
4417,680833.0,울산광역시 남구 신정동 1639-29번지,울산광역시 남구 문수로423번길 8 (신정동),44655.0,파크뷰사우나,408538.108484603,228498.875836037
4418,680810.0,울산광역시 남구 무거동 1168-5,울산광역시 남구 삼호로 75 (무거동),44635.0,청암탕,406004.733255415,230139.308298565
4419,680820.0,울산광역시 남구 선암동 673-5,울산광역시 남구 두왕로190번길 35-7 (선암동),44773.0,수성헬스사우나,409978.607977131,226764.131574745
4420,680815.0,울산광역시 남구 삼산동 1480-1,울산광역시 남구 삼산로 282 (삼산동),44719.0,롯데호텔울산사우나,412001.966655452,229039.563308072
4421,680809.0,울산광역시 남구 무거동 827-10번지,울산광역시 남구 신복로 42 (무거동),44606.0,금강사우나헬스골프,404705.536991185,230084.491061109
4422,680803.0,울산광역시 남구 달동 1395-3,울산광역시 남구 삼산로108번길 31 (달동),44723.0,굿모닝사우나,410401.673436395,228348.727981666
4423,680834.0,울산광역시 남구 야음동 453-27번지,울산광역시 남구 신선로 183 (야음동),44752.0,장수사우나,411529.14893027,227297.569277546
4424,680849.0,울산광역시 남구 신정동 1848-1번지,울산광역시 남구 거마로 71 (신정동),44650.0,남산탕,408368.16819031,229181.480569726
4425,680845.0,울산광역시 남구 옥동 586-2,울산광역시 남구 법대로87번길 16 (옥동),44645.0,천호탕,407593.260467764,228740.691970498
4426,680819.0,울산광역시 남구 선암동 586-7,울산광역시 남구 두왕로48번길 17 (선암동),44774.0,하와이스파레포츠,409690.735310032,226151.008356882
4427,680809.0,울산광역시 남구 무거동 839-6,울산광역시 남구 신복로41번길 9 (무거동),44608.0,수정탕,404625.115953548,229940.873964156
4428,680811.0,울산광역시 남구 무거동 1254-3,울산광역시 남구 남산로124번길 4 (무거동),44638.0,삼호탕,406967.120644166,230008.097614603
4429,680827.0,울산광역시 남구 신정동 1169-7,울산광역시 남구 봉월로50번길 20 (신정동),44673.0,낙원탕,409261.973815907,228853.164118589
4430,680825.0,울산광역시 남구 신정동 1414-10,울산광역시 남구 봉월로169번길 8 (신정동),44623.0,신일사우나,409069.109006126,229990.956930101
4431,680802.0,울산광역시 남구 달동 640-12번지,울산광역시 남구 삼산로93번길 22 (달동),44692.0,순수헬스사우나,410096.370291977,228835.24866017
4432,680825.0,울산광역시 남구 신정동 534-2번지 지상1~4층,"울산광역시 남구 팔등로 27 (신정동,지상1~4층)",44669.0,신정워터피아,409360.07223803,229667.395777482
4433,680060.0,울산광역시 남구 장생포동 87-13번지,울산광역시 남구 장생포고래로197번길 10 (장생포동),44780.0,옥천사우나,415585.452375691,225136.311575262
4434,680828.0,울산광역시 남구 신정동 678,울산광역시 남구 삼산로35번길 18 (신정동),44676.0,ubc사우나건강센터,409544.452535942,228604.69286931
4435,680010.0,울산광역시 남구 신정동 570-5,울산광역시 남구 월평로21번길 25 (신정동),44670.0,유림해수사우나,409149.314960476,229490.526573084
4436,680835.0,울산광역시 남구 야음동 373-6,울산광역시 남구 수암로 302 (야음동),44765.0,장원탕,411928.894144814,227064.839472026
4437,680829.0,울산광역시 남구 신정동 729-10번지,울산광역시 남구 삼산로30번길 3 (신정동),44730.0,백암헬스사우나,409576.170633467,228349.573568891
4438,680806.0,울산광역시 남구 무거동 272-8,울산광역시 남구 울밀로 2894 (무거동),44630.0,맑은샘사우나,405214.987839173,230718.118911986
4439,680827.0,울산광역시 남구 신정동 1588-48번지,울산광역시 남구 거마로104번길 10 (신정동),44650.0,영진탕,408655.720497778,229082.076195742
4440,680817.0,울산광역시 남구 삼산동 1543-2,울산광역시 남구 돋질로 344 (삼산동),44713.0,베스트사우나,412353.711490964,229605.758413045
4441,680822.0,울산광역시 남구 신정동 177-8,울산광역시 남구 중앙로230번길 3-1 (신정동),44690.0,파크탕,409656.854386892,229352.081699268
4442,680802.0,울산광역시 남구 달동 866-3,울산광역시 남구 중앙로176번길 16 (달동),44691.0,리치웰스파,409920.819055606,228849.969396395
4443,680817.0,울산광역시 남구 삼산동 1567-2,"울산광역시 남구 화합로194번길 12, 2층 (삼산동)",44713.0,명궁힐링센터,412205.510026177,229421.279978124
4444,680825.0,울산광역시 남구 신정동 518-28,울산광역시 남구 중앙로 303-5 (신정동),44669.0,옥돌사우나,409285.448683702,229975.957690835
4445,680855.0,울산광역시 남구 삼산동 1656-1,"울산광역시 남구 꽃대나리로 181, 1~3층 (삼산동)",44716.0,W사우나,413053.241068164,228657.540807925
4446,680805.0,울산광역시 남구 달동 1363-4번지,"울산광역시 남구 왕생로66번길 14, 5층 (달동)",44707.0,하루효소편백,411478.505647212,229137.895347938
4447,680822.0,울산광역시 남구 신정동 167-2,울산광역시 남구 월평로 118 (신정동),44689.0,유리탕,410183.501490265,229550.14583208
4448,409913.0,인천광역시 옹진군 백령면 진촌리 653-4,인천광역시 옹진군 백령면 백령로 237,23101.0,백령진촌목욕탕,-140.160616736417,498602.129294321
4449,699923.0,제주특별자치도 서귀포시 안덕면 서광리 산 24,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 워터파크 실내 2층",63522.0,신화찜질방(Shinhwa Jimjilbang),136356.942322,-20780.8074936
4450,469120.0,경기도 여주시 천송동 561-1,경기도 여주시 신륵로 5,12636.0,일성콘도천연옥사우나,257651.286011267,422313.399144506
4451,467808.0,경기도 이천시 중리동 177-2,경기도 이천시 중리천로22번길 9-6 (중리동),17375.0,이천목욕탕,239003.764950183,419848.693288109
4452,467110.0,경기도 이천시 증포동 49-8,경기도 이천시 이섭대천로 1440-8 (증포동),17348.0,이천보석사우나,240542.875364503,421587.830056454
4453,467901.0,경기도 이천시 장호원읍 장호원리 118-2번지,경기도 이천시 장호원읍 샘재로147번길 10,17418.0,세종파크목욕탕,255849.259249995,401964.492384732
4454,467891.0,경기도 이천시 율면 고당리 247-6번지 (1층),"경기도 이천시 율면 고당로138번길 5-10, 1층",17423.0,율면목욕탕,248577.091779826,399358.318029408
4455,467863.0,경기도 이천시 부발읍 무촌리 164-2번지,경기도 이천시 부발읍 무촌로 139,17324.0,부발옥사우나,243190.080878193,420383.030319358
4456,467842.0,경기도 이천시 신둔면 수광리 285-7번지,경기도 이천시 신둔면 경충대로 3157,17303.0,청수대중탕,235552.537881074,422980.375543852
4457,467050.0,경기도 이천시 안흥동 317-2번지 (주)이천설봉온천,경기도 이천시 애련정로 67-16 (주)이천설봉온천 (안흥동),17372.0,이천설봉온천랜드,239991.447045696,419516.980943631
4458,467871.0,경기도 이천시 모가면 신갈리 360,경기도 이천시 모가면 사실로 984,17406.0,이천테르메덴목욕장,239553.261443143,410352.407905357
4459,467040.0,경기도 이천시 송정동 317-2번지,경기도 이천시 증신로291번길 84 (송정동),17344.0,송정황토대중탕,238534.549544157,421718.427863812
4460,467801.0,경기도 이천시 중리동 444,경기도 이천시 설봉로 14-8 (중리동),17376.0,산호자수정사우나,238732.854184851,419572.496258548
4461,467808.0,경기도 이천시 중리동 201-3 명동호텔,"경기도 이천시 중리천로 64, 명동호텔 (중리동)",17374.0,명동목욕탕,239350.749495808,419811.140107571
4462,467881.0,경기도 이천시 설성면 금당리 79-1번지 1층,경기도 이천시 설성면 진상미로 638,17411.0,다목적복지센터(설성행복센터),246100.0,403432.0
4463,467020.0,경기도 이천시 관고동 25-4,경기도 이천시 설봉로 33 (관고동),17367.0,호수대중목욕탕,238720.994810699,419807.863144311
4464,467901.0,경기도 이천시 장호원읍 장호원리 8-24번지,경기도 이천시 장호원읍 장감로87번길 3,17418.0,월드클래식대중목욕탕,256098.689081139,401978.765742286
4465,467050.0,경기도 이천시 안흥동 408-1,경기도 이천시 중리천로115번길 45 (안흥동),17372.0,미란다호텔 스파플러스,239936.886545365,419420.27783059
