주차장명,주차장유형,소재지도로명주소,소재지지번주소,위도,경도,제공기관명
대흥동제1노외,노외,대전광역시 중구 대종로452번길 27,대전광역시 중구 대흥동 125-1,36.32584044,127.4291892,대전광역시 중구
으능정이상점가 고객주차장,노외,대전광역시 중구 중교로 79-1,대전광역시 중구 은행동 170-8,36.32704845,127.4282661,대전광역시 중구
오류동제1노외,노외,,대전광역시 중구 오류동 175-7,36.32320782,127.4099592,대전광역시 중구
오류동제2노외,노외,대전광역시 중구 계룡로 860-9,대전광역시 중구 오류동 149-3,36.32376733,127.4102098,대전광역시 중구
비래동로노상공영주차장,노상,대전광역시 대덕구 비래동로 10,대전광역시 대덕구 비래동 140-5,36.35490718,127.4500177,대전광역시 대덕구
계족산로81번길 노상주차장,노상,,대전광역시 대덕구 송촌동 534,36.36526627,127.4387162,대전광역시 대덕구
동춘당생애길①공영주차장,노외,대전광역시 대덕구 계족산로 2,대전광역시 대덕구 중리동 507-1,36.36130697,127.4320404,대전광역시 대덕구
동춘당생애길②공영주차장,노외,대전광역시 대덕구 계족산로 2,대전광역시 대덕구 중리동 506,36.36130697,127.4320404,대전광역시 대덕구
중리정려각공영주자장,노외,대전광역시 대덕구 송촌북로5번길 10,대전광역시 대덕구 중리동 498-2,36.36293133,127.4363814,대전광역시 대덕구
동춘당로94번길 노상주차장,노상,,대전광역시 대덕구 송촌동 525,36.36761288,127.4378154,대전광역시 대덕구
만년동서구보건소주변,노상,대전광역시 서구 만년로74,대전광역시 서구 만년동340,,,대전광역시
법원.검찰청앞갤러리아옆,노상,대전광역시 서구 둔산중로78번길 15,대전광역시 서구 둔산동1390,,,대전광역시
법원.검찰청연장노선,노상,대전광역시 서구 둔산중로78번길 15,대전광역시 서구 둔산동1390,,,대전광역시
탄방동로데오타운주변,노상,대전광역시 서구 문정로77,대전광역시 서구 탄방동746,,,대전광역시
둔산로31번길,노상,대전광역시 서구 둔산로31번길72,대전광역시 서구 둔산동1001,,,대전광역시
도시철도공사주변,노상,대전광역시 서구 월드컵대로480,대전광역시 서구 월평동160-20,,,대전광역시
대전일보 앞,노상,대전광역시 서구 계룡로314,대전광역시 서구 갈마동274-7,,,대전광역시
서구청 앞,노상,대전광역시 서구 둔산서로100,대전광역시 서구 둔산동1300,,,대전광역시
을지병원주변,노상,대전광역시 서구 둔산서로95,대전광역시 서구 둔산2동1306,,,대전광역시
월평길(월평초~월평중),노상,대전광역시 서구 월평동로21,대전광역시 서구 월평동663,,,대전광역시
둔지미길(향촌@~파랑새@),노상,대전광역시 서구 둔지로75,대전광역시 서구 둔산동957,,,대전광역시
갈마2동큰마을네거리주변,노상,대전광역시 서구 대덕대로164,대전광역시 서구 갈마동1435,,,대전광역시
가양2동 39-9～49-23번지선,노상,대전광역시 동구 흥룡로,대전광역시 동구 가양2동사무소 앞,,,대전광역시
동원수산 앞,노상,대전광역시 유성구 노은동로75번길(노은동),대전광역시 유성구 노은동 594일원,,,대전광역시
반석동공영주변,노상,대전광역시 유성구 반석로11번길(반석동),대전광역시 유성구 반석동 641 반석동공영~행복한교회,,,대전광역시
송강청솔@~송강@,노상,대전광역시 유성구 와룡로 136번길(시간제주차),대전광역시 유성구 봉산동 295,,,대전광역시
유성장로교회앞,노상,대전광역시 유성구 계룡로16번길43(구암동),대전광역시 유성구 구암동 80-3~586-9,,,대전광역시
유성고등학교 주변,노상,대전광역시 유성구 유성대로654번길 130(구암동),대전광역시 유성구 구암동 611-31일원,,,대전광역시
성원상떼빌 주변,노상,"대전광역시 유성구 온천서로 36-19 (장대동, 성원상떼빌)",대전광역시 유성구 장대동 376-2일원,,,대전광역시
계룡스파텔 옆,노상,대전광역시 유성구 온천로 81 (봉명동),대전광역시 유성구 봉명동 539-1,,,대전광역시
청주해장국 앞,노상,대전광역시 유성구 대학로 23 (봉명동),대전광역시 유성구 봉명동 535-7~535-8,,,대전광역시
유성우체국 앞,노상,대전광역시 유성구 온천로 45 (봉명동),대전광역시 유성구 봉명동 536-8~538-7,,,대전광역시
아드리아호텔 앞,노상,대전광역시 유성구 온천로 27 (봉명동),대전광역시 유성구 봉명동 442-4~442-19,,,대전광역시
유성호텔 앞,노상,대전광역시 유성구 온천로 81 (봉명동),대전광역시 유성구 봉명동 528,,,대전광역시
계룡스파텔 앞,노상,대전광역시 유성구 온천로 81(봉명동),대전광역시 유성구 봉명동 539-1,,,대전광역시
"장명교~경원장, 파라곤모텔앞",노상,대전광역시 유성구 계룡로87번길 72 (봉명동),대전광역시 유성구 봉명동 535-2 장명교옆,,,대전광역시
상수도사업본부 유성사업소 주변,노상,대전광역시 유성구 한밭대로492번길 26-14 (봉명동),대전광역시 유성구 봉명동 665-6일원,,,대전광역시
농촌공사 주변,노상,대전광역시 유성구 한밭대로313번길 21(장대동),대전광역시 유성구 장대동 24-2일원,,,대전광역시
장대동공영주차장주변,노상,대전광역시 유성구 유성대로729번길 40,대전광역시 유성구 장대동 263-4일원,,,대전광역시
학사마을 주변,노상,대전광역시 유성구 유성대로822번길 16 (장대동),대전광역시 유성구 장대동 317-3일원,,,대전광역시
월드컵패밀리타운 주변,노상,"대전광역시 유성구 유성대로783번길 38 (장대동, 월드컵패밀리타운)",대전광역시 유성구 장대동 323-2일원,,,대전광역시
장대동 364일원,노상,대전광역시 유성구 문화원로14번길 39-2(장대동),대전광역시 유성구 장대동 364일원,,,대전광역시
궁동공영 주변,노상,대전광역시 유성구 대학로163번길 18 (궁동),대전광역시 유성구 궁동 428-2 봉암공원~궁동공영입구,,,대전광역시
계룡로 주변 노상주차장,노상,대전광역시 서구 대덕대로 176번길75,대전광역시 서구 둔산2동 1136,,,대전광역시
진잠우체국 앞,노상,대전광역시 유성구 진잠로92번길 75 (원내동),대전광역시 유성구 원내동 93-12 일원(진잠우체국~진잠도서관),,,대전광역시
카운티스 앞,노상,"대전광역시 유성구 노은서로 124 (노은동, 노은카운티스)",대전광역시 유성구 노은동 572일원,,,대전광역시
월평1동이마트주변,노상,대전광역시 서구 한밭대로 580,대전광역시 서구 월평동 510,36.35749359,127.3625418,대전광역시 서구
월평2동둔산선사유적지옆,노상,대전광역시 서구 대덕대로317번길9,대전광역시 서구 월평동281,36.36041144,127.3777193,대전광역시 서구
대전일보~월평타운구간,노상,대전광역시 서구 계룡로264번길43,대전광역시 서구 월평동29-3,36.35318043,127.3608016,대전광역시 서구
탄방동탄방역주변,노상,대전광역시 서구 계룡로553번길38,대전광역시 서구 탄방동667,36.34462122,127.3855677,대전광역시 서구
만년동서구보건소주변,노상,대전광역시 서구 만년로74,대전광역시 서구 만년동340,36.36699284,127.3810828,대전광역시 서구
법원.검찰청앞갤러리아옆,노상,대전광역시 서구 둔산중로78번길 15,대전광역시 서구 둔산동1390,36.35435035,127.3877809,대전광역시 서구
법원.검찰청연장노선,노상,대전광역시 서구 둔산중로78번길 45,대전광역시 서구 둔산동 1390,36.35439055,127.3892768,대전광역시 서구
탄방동로데오타운주변,노상,대전광역시 서구 문정로 77,대전광역시 서구 탄방동 746,36.34754986,127.3881287,대전광역시 서구
유성구청~어은공원,노상,대전광역시 유성구 대학로 211 (어은동),대전광역시 유성구 어은동 109~108,,,대전광역시
진잠우체국옆,노상,대전광역시 유성구 원내로39번길 25 (원내동),대전광역시 유성구 원내동 92-14 세븐일레븐~신대산식당,,,대전광역시
중앙시장 제3공영주차장,노외,,대전광역시 동구 중동 93-2,36.33015952,127.431466,대전광역시 동구
천동 주차장,노외,,대전광역시 동구 천동 513,36.31619595,127.4464511,대전광역시 동구
선화교 하상주차장(삼성동),노외,,대전광역시 동구 삼성동 448-4,36.33328345,127.4254312,대전광역시 동구
신흥동 제1치수교 하상주차장,노외,,대전광역시 동구 신흥동 206-3,36.3221879,127.4439629,대전광역시 동구
인동시장노외공영주차장,노외,,대전광역시 동구 인동 30-1,36.32262171,127.4362841,대전광역시 동구
정동 노외공영주차장,노외,,대전광역시 동구 정동 3-4,36.33500223,127.4311474,대전광역시 동구
용운시장 주차장,노외,,대전광역시 동구 용운동 349-4,36.32724201,127.4604354,대전광역시 동구
용전동 제2공영주차장(BBS부지),노외,,대전광역시 동구 용전동 232,36.35171254,127.4351109,대전광역시 동구
용전동주민센터옆공영주차장,노외,,대전광역시 동구 용전동 28-34,36.35784901,127.432148,대전광역시 동구
대동복지센터주차장,노외,,대전광역시 동구 대동 1-842,36.33039612,127.4506836,대전광역시 동구
대동이스트시티옆 공영주차장,노외,,대전광역시 동구 신흥동 258,36.32696603,127.4407116,대전광역시 동구
대성동 노외공영주차장,노외,,대전광역시 동구 대성동 419,36.29929897,127.4589115,대전광역시 동구
대전천주변노외공영주차장,노외,,대전광역시 동구 중동 51-16,,,대전광역시 동구
세천4 공한지 주차장,노외,,대전광역시 동구 세천동 321-4,36.33306946,127.4848769,대전광역시 동구
세천5 공한지 주차장,노외,,대전광역시 동구 세천동 18-21,36.33869794,127.4918832,대전광역시 동구
세천6 공한지 주차장,노외,,대전광역시 동구 세천동 35-2,36.34100791,127.4914369,대전광역시 동구
세천7 공한지 주차장,노외,,대전광역시 동구 세천동 32-9,36.34262877,127.4909165,대전광역시 동구
세천8 공한지 주차장,노외,,대전광역시 동구 세천동 76-1,36.34249528,127.4932452,대전광역시 동구
신상동 안아감마을 공동주차장,노외,,대전광역시 동구 신상동 150-1,36.35303478,127.5153256,대전광역시 동구
신하동 마을공영주차장,노외,,대전광역시 동구 신하동 343-15,36.36236129,127.5011658,대전광역시 동구
홍도동 경성3차@~청룡@ 주변,노상,,대전광역시 동구 홍도동 13-11,36.34650898,127.4295679,대전광역시 동구
가양동체육센터앞주차장,노외,,대전광역시 동구 가양동 709-1,36.3394448,127.4377187,대전광역시 동구
낭월동 공한지 주차장,노외,,대전광역시 동구 낭월동 584,36.27856609,127.4679419,대전광역시 동구
"용운동 삼정하이츠, 문충사 주변",노상,,대전광역시 동구 용운동 538,36.32606044,127.4583598,대전광역시 동구
용운동 일반통행길(하행길),노상,,대전광역시 동구 용운동 460,36.32667232,127.4504241,대전광역시 동구
용운동 일방통행길(상행길),노상,,대전광역시 동구 용운동 147,36.33066465,127.4546989,대전광역시 동구
우송대학교 서 캠퍼스 후문,노상,,대전광역시 동구 자양동 147-11,36.33685081,127.4467792,대전광역시 동구
원동중동 천변 노상,노상,,대전광역시 동구 중동 47-52,36.33267309,127.4266419,대전광역시 동구
자양동 쌍용주유소 뒷길,노상,,대전광역시 동구 자양동 345,36.34106397,127.4500364,대전광역시 동구
자양동 우송대학교 동 캠퍼스 담길,노상,,대전광역시 동구 자양동 98-17,36.33549492,127.4520705,대전광역시 동구
판암1동 주공(아) 211동 담길,노상,,대전광역시 동구 판암동 717,36.31773354,,대전광역시 동구
판암IC옆(개심사 가는 방향),노상,,대전광역시 동구 판암동 3,36.31821513,127.4655034,대전광역시 동구
판암동 복개도로 위(삼성전자 판매장 뒤),노상,,대전광역시 동구 판암동 570,36.31890191,127.4518006,대전광역시 동구
"삼성동 한국아파트 주변(현암로18번길, 태전로174번 안길)",노상,,대전광역시 동구 삼성동 383-4,36.34352237,127.4182839,대전광역시 동구
삼정동구정골마을공영주차장,노외,,대전광역시 동구 삼정동 70,36.32613962,127.4752925,대전광역시 동구
성남동 효촌아파트 담길,노상,,대전광역시 동구 성남동 216-25,36.34632814,127.4356992,대전광역시 동구
신흥삼거리~제1치수교,노상,,대전광역시 동구 신흥동 7,36.32222266,127.4440077,대전광역시 동구
용운동 도리어린이공원 주변,노상,,대전광역시 동구 용운동 284-1,36.32945337,127.4615789,대전광역시 동구
용운동 모리아파트 담길,노상,,대전광역시 동구 용운동 319-3,36.32303629,127.461761,대전광역시 동구
대동복개도로(대동시장길),노상,,대전광역시 동구 대동 156,36.32871773,127.4419215,대전광역시 동구
삼성동 삼성철교,노상,,대전광역시 동구 삼성동 473,36.34360991,127.4231759,대전광역시 동구
가양2동 39-9～49-23번지선,노상,대전광역시 동구 흥룡로 23,대전광역시 동구 가양동 39-9,36.3487402,127.4464829,대전광역시 동구
가양2동 50-2～ 85-2번지선,노상,대전광역시 동구 우암로 355-1,대전광역시 동구 가양동 50-2,36.35082219,127.4521599,대전광역시 동구
가양2동 대주파크빌(아) 뒷길,노상,대전광역시 동구 동대전로248번길 3,대전광역시 동구 가양동 650-9,36.34369048,127.4474463,대전광역시 동구
가양동 가양천 복개길,노상,대전광역시 동구 우암로 192,대전광역시 동구 가양동 705,36.34042382,127.4411662,대전광역시 동구
가양동 가양천 복개길,노상,대전광역시 동구 가양로 86,대전광역시 동구 가양동 436-10,36.34405384,127.4424328,대전광역시 동구
"계족로 409, 417, 423번길",노상,대전광역시 동구 계족로423번길 5,대전광역시 동구 홍도동 4-3,36.34957916,127.4316525,대전광역시 동구
녹색주차마을(용운동),노상,대전광역시 동구 새울로68번길 33-9,대전광역시 동구 용운동 390-6,36.32477514,127.4642553,대전광역시 동구
녹색주차마을(자양동),노상,대전광역시 동구 충정로 115-16,대전광역시 동구 자양동 210-11,36.34333403,127.4515285,대전광역시 동구
대동 보현문화회관 뒷길,노상,대전광역시 동구 대자양5길 5,대전광역시 동구 대동 207-13,36.33160105,127.441407,대전광역시 동구
대동복개도로(대동시장길),노상,,대전광역시 동구 대동 114-1,36.32870428,127.4414161,대전광역시 동구
대전천우안8길(북부교~현암교),노상,대전광역시 동구 대전천북로 38,대전광역시 동구 삼성동 312-6,36.33770537,127.4244605,대전광역시 동구
삼성동 건강보험관리공단 주변,노상,대전광역시 동구 동서대로 1495,대전광역시 동구 삼성동 332-3,36.34018796,127.4198058,대전광역시 동구
"삼성동 검배2길, 4길, 5길",노상,대전광역시 동구 대전천북로 18-11,대전광역시 동구 삼성동 309-1,36.33933262,127.4254223,대전광역시 동구
삼성동 동구보건소 담길,노상,대전광역시 동구 현암로 22,대전광역시 동구 삼성동 374-1,36.34298597,127.4204612,대전광역시 동구
삼성동 동산교회 앞길(오정철로길),노상,대전광역시 동구 대전로987번길 11,대전광역시 동구 삼성동 379-1,36.34447053,127.4200639,대전광역시 동구
삼성동 삼성물류센터 주변,노상,대전광역시 동구 현암로 64,대전광역시 동구 삼성동 395-9,36.34246615,127.4159097,대전광역시 동구
삼성동 중부소방서 주변,노상,대전광역시 동구 태전로 134,대전광역시 동구 삼성동 322-4,36.34036352,127.421931,대전광역시 동구
신안동 한국철도시설공단 뒷길,노상,대전광역시 동구 부흥길 68,대전광역시 동구 신안동 263-6,36.32998157,127.4370379,대전광역시 동구
신흥동 복합상가건물 뒤,노상,대전광역시 동구 대동천우안1길 162,대전광역시 동구 신흥동 11-3,36.32186358,127.4451471,대전광역시 동구
심영목재상사 앞,노상,대전광역시 동구 대전로900번길 20,대전광역시 동구 삼성동 296-1,36.33942403,127.4295259,대전광역시 동구
용운동 선량마을 노상주차장,노상,,대전광역시 동구 용운동 54,36.33671713,127.4652807,대전광역시 동구
용운동 주공저층아파트 담길,노상,대전광역시 동구 새울로 111,대전광역시 동구 용운동 282-10,36.32833412,127.4617505,대전광역시 동구
자양동 동아아파트 담길,노상,대전광역시 동구 성동로 67-4,대전광역시 동구 자양동 200-11,36.3415008,127.4508956,대전광역시 동구
판암1동 주공(아) 207-208동 담길,노상,대전광역시 동구 옥천로180번길 23,대전광역시 동구 판암동 202,36.31717451,127.4624685,대전광역시 동구
판암1동 주공(아) 209동 담길,노상,대전광역시 동구 옥천로180번길 23,대전광역시 동구 판암동 202,36.31717451,127.4624685,대전광역시 동구
판암2동 판암면옥 옆길,노상,대전광역시 동구 옻밭5길 189,대전광역시 동구 판암동 498-21,36.31886407,127.4520092,대전광역시 동구
판암동 신영유통 앞,노상,대전광역시 동구 판암로 62,대전광역시 동구 판암동 174-2,36.31731135,127.4666341,대전광역시 동구
합내길(구 가양1동사무소 앞),노상,대전광역시 동구 합내로 51-1,대전광역시 동구 가양동 446-34,36.34756523,127.4401233,대전광역시 동구
"현암1,8,10,11길(삼성동 343번지 주변)",노상,대전광역시 동구 대전천북로 136,대전광역시 동구 삼성동 342-4,36.34119665,127.4150092,대전광역시 동구
홍도동 동산어린이공원 주변,노상,대전광역시 동구 옛신탄진로81번길 20,대전광역시 동구 홍도동 111-1,36.34731727,127.4209012,대전광역시 동구
홍도동 시영(아) 1동 옆,노상,대전광역시 동구 대전로1002번길 24-4,대전광역시 동구 홍도동 135-1,36.34571712,127.4209599,대전광역시 동구
홍도동 시영(아) 3동 담길,노상,대전광역시 동구 대전로1002번길 24-6,대전광역시 동구 홍도동 135-2,36.34582192,127.4212169,대전광역시 동구
홍도동 시영아파트 주변,노상,,대전광역시 동구 홍도동 136-45,36.34558287,127.4200296,대전광역시 동구
"홍도동 평화로운@, 대호빌라 주변",노상,대전광역시 동구 홍도로33번길 40,대전광역시 동구 홍도동 89-46,36.34896131,127.4274186,대전광역시 동구
"홍도빌라 주변(흑정골길, 3길, 6길)",노상,대전광역시 동구 옛신탄진로 51-20,대전광역시 동구 홍도동 142-3,36.34460781,127.4225826,대전광역시 동구
가양동 노외공영주차장,노외,대전광역시 동구 매봉로 19,대전광역시 동구 가양동 435-16,36.34565328,127.4434456,대전광역시 동구
대동공영주차장,노외,대전광역시 동구 동대전로110번길 87,대전광역시 동구 대동 24-23,36.33058727,127.4492814,대전광역시 동구
신도시장 주차장,노외,대전광역시 동구 비래서로42번길 119,대전광역시 동구 가양동 39-6,36.34917344,127.4464207,대전광역시 동구
신한은행 노외공영주차장(제2주차장),노외,,대전광역시 동구 원동 51-12,36.32957338,127.4328648,대전광역시 동구
역전시장 공영주차장,노외,,대전광역시 동구 원동 406-2,36.32953053,127.4334249,대전광역시 동구
용전동노외공영주차장,노외,대전광역시 동구 동서대로1653번길 7,대전광역시 동구 용전동 145-2,36.3484307,127.4333715,대전광역시 동구
인동물류센터주변공영주차장,노외,대전광역시 동구 충무로 190-24,대전광역시 동구 인동 44-2,36.32028226,127.4374648,대전광역시 동구
중앙시장 공영주차빌딩 주차장(제1주차장),노외,대전광역시 동구 중앙로 200번길 70,대전광역시 동구 원동 85-1,36.32741824,127.4327468,대전광역시 동구
판암주공5·6단지주변공영주차장,노외,,대전광역시 동구 판암동 237-2,36.32316128,127.4603154,대전광역시 동구
도심형산업지원플랫폼주차장,노외,,대전광역시 동구 중동 10-16,36.332581,127.4293966,대전광역시 동구
대신동 하상주차장,노외,,대전광역시 동구 대동 248-1,36.33002999,127.4406617,대전광역시 동구
소제동 하상주차장,노외,,대전광역시 동구 소제동 299-453,36.3342683,127.4389258,대전광역시 동구
산성동제2노외,노외,대전광역시 중구 대둔산로 412,대전광역시 중구 산성동 284-9,,,대전광역시
산성시장공영주차장,노외,대전광역시 중구 대둔산로408번길 28,대전광역시 중구 산성동 282-5,,,대전광역시
선화동제1노외,노외,대전광역시 중구 대종로561번길 15,대전광역시 중구 선화동136-11,,,대전광역시
대흥동제4노외,노외,대전광역시 중구 보문로260번길 7,대전광역시 중구 대흥동 480,,,대전광역시
중촌동제1노외,노외,대전광역시 중구 목중로16번길 23,대전광역시 중구 중촌동 404-2,,,대전광역시
부사시장공영주차장,노외,대전광역시 중구 보문로48번길 13,대전광역시 중구 부사동 150-1,,,대전광역시
부사동제4노외,노외,대전광역시 중구 대종로 315번길 34-17,대전광역시 중구 부사동 133-2,,,대전광역시
유등천제2하상,노외,대전광역시 중구 뿌리공원로 47,대전광역시 중구 안영동 71-7,,,대전광역시
부사동사득4길,노상,대전광역시 중구 사득로67번길 23,대전광역시 중구 부사동 364-67,,,대전광역시
부사동소라티1길,노상,대전광역시 중구 보문로63번길 28,대전광역시 중구 부사동 300-8,,,대전광역시
사정동제1노상,노상,대전광역시 중구 대둔산로 350번길 6,대전광역시 중구 사정동 439-14,,,대전광역시
오류동제3노외,노외,대전광역시 중구 보문산공원로497번길 81-7,대전광역시 중구 대사동 197-6,,,대전광역시
사정동제2노상,노상,대전광역시 중구 대둔산로 326번길 23,대전광역시 중구 사정동 431-1,,,대전광역시
산성동제1노상,노상,대전광역시 중구 당디로 45,대전광역시 중구 산성동 37-1,,,대전광역시
부사동제2노외,노외,대전광역시 중구 부사로32번길 15,대전광역시 중구 부사동 366-3,,,대전광역시
부사동제3노외,노외,대전광역시 중구 부용로 32,대전광역시 중구 부사동 429-6,,,대전광역시
산성동제1노외,노외,대전광역시 중구 대둔산로364번길 9,대전광역시 중구 산성동 273-8,,,대전광역시
안영동제2노외,노외,대전광역시 중구 뿌리공원로23번길 54,대전광역시 중구 안영동 697,,,대전광역시
안영동제3노외,노외,대전광역시 중구 성산로 11,대전광역시 중구 안영동 663,,,대전광역시
침산동제1노외,노외,대전광역시 중구 산서로 180,대전광역시 중구 침산동 360,,,대전광역시
석교동제1노외,노외,대전광역시 중구 석교동 244-7,대전광역시 중구 석교동 244-7,,,대전광역시
대흥동제1노외,노외,대전광역시 중구 대종로452번길 27,대전광역시 중구 대흥동 125-1,,,대전광역시
으능정이상점가 고객주차장,노외,대전광역시 중구 중교로 79-1,대전광역시 중구 은행동 170-8,,,대전광역시
오류동제1노외,노외,대전광역시 중구 오류동 175-7,대전광역시 중구 오류동 175-7,,,대전광역시
오류동제2노외,노외,대전광역시 중구 계룡로 860-9,대전광역시 중구 오류동 149-3,,,대전광역시
문창시장공영주차장,노외,대전광역시 중구 대전천서로 279,대전광역시 중구 문창동 116-8,,,대전광역시
유천시장공영주차장,노외,대전광역시 중구 유천로47번길 22,대전광역시 중구 유천동 211-5,,,대전광역시
태평시장공영주차장,노외,대전광역시 중구 수침로55번길 56,대전광역시 중구 태평동 333-8,,,대전광역시
선화동제2노외,노외,대전광역시 중구 대종로521번길 29,대전광역시 중구 선화동 236-8,,,대전광역시
대흥동제3노외,노외,대전광역시 중구 대흥로111번길 35,대전광역시 중구 대흥동 452-30,,,대전광역시
대흥동제5노외,노외,대전광역시 중구 보문로230번길 37-2,대전광역시 중구 대흥동 452-74,,,대전광역시
태평2동제3노외,노외,대전광역시 중구 동서대로1207번길 15,대전광역시 중구 태평동 378-29,,,대전광역시
사정동제1공영,노외,대전광역시 중구 대둔산로323번길 43,대전광역시 중구 사정동 397,,,대전광역시
사정동제2공영,노외,대전광역시 중구 대둔산로 310-22,대전광역시 중구 사정동 403,,,대전광역시
안영동제1노외,노외,대전광역시 중구 뿌리공원로 47,대전광역시 중구 안영동 71-1,,,대전광역시
선화동제3노외,노외,대전광역시 중구 선화로 50,대전광역시 중구 선화동 889,,,대전광역시
문화2동제4노상,노상,대전광역시 중구 천근로 22,대전광역시 중구 문화동 475번지 일원,,,대전광역시
문화2동제5노상,노상,대전광역시 중구 보문산로215번길 43,대전광역시 중구 문화동 493-1번지 일원,,,대전광역시
부사동제1노상,노상,대전광역시 중구 충무로 139,대전광역시 중구 부사동 87-14,,,대전광역시
대흥동제6노외,노외,대전광역시 중구 테미로 20-7,대전광역시 중구 대흥동 326-34,,,대전광역시
부사동제2노상,노상,대전광역시 중구 대종로 373,대전광역시 중구 부사동 177-1,,,대전광역시
부사동제3노상,노상,대전광역시 중구 사득로75번길 23,대전광역시 중구 부사동 166-1,,,대전광역시
대사동제1노외,노외,대전광역시 중구 보문산공원로497번안길 26,대전광역시 중구 대사동 197,,,대전광역시
부사동운동장2길,노상,대전광역시 중구 충무로92번길 48,대전광역시 중구 부사동 209-72,,,대전광역시
대사동제2노외,노외,대전광역시 중구 보문산공원로497번길 81-7,대전광역시 중구 대사동 197-6,,,대전광역시
용두동제1노외,노외,대전광역시 중구 용두로 17-2,대전광역시 중구 용두동 31-1,,,대전광역시
태평2동제1노외,노외,대전광역시 중구 유등천동로 396,대전광역시 중구 태평동 510-165,,,대전광역시
태평2동제2노외,노외,대전광역시 중구 유등천동로 396,대전광역시 중구 태평동 423-22,,,대전광역시
목동제1노외,노외,대전광역시 중구 목동로8번길 68,대전광역시 중구 목동 1-123,,,대전광역시
문화동제1노외,노외,대전광역시 중구 과례로 22번길,대전광역시 중구 문화동 44-2,,,대전광역시
문화동제2노외,노외,대전광역시 중구 과례로22번길 49,대전광역시 중구 문화동 114-1,,,대전광역시
문화동제3노외,노외,대전광역시 중구 과례로 63,대전광역시 중구 문화동 263-10,,,대전광역시
문화동제4노외,노외,대전광역시 중구 문화로234번길 65,대전광역시 중구 문화동 259-6,,,대전광역시
문화동제5노외,노외,대전광역시 중구 문화로234번길 96,대전광역시 중구 문화동 231-11,,,대전광역시
문화동제6노외,노외,대전광역시 중구 보문산로 345-8,대전광역시 중구 문화동 11-223,,,대전광역시
문화동제7노외,노외,대전광역시 중구 과례로 83,대전광역시 중구 문화동 13-9,,,대전광역시
부사동제1노외,노외,대전광역시 중구 부용로 55,대전광역시 중구 부사동 423-6,,,대전광역시
로히트~가을햇살,노상,대전광역시 유성구 농대로2번길 9,대전광역시 유성구 어은동 104-17~104-9,,,대전광역시
문화2동제2노상,노상,대전광역시 중구 당디로36번길 113,대전광역시 중구 문화동 671-10,,,대전광역시
문화2동제3노상,노상,대전광역시 중구 문화로 170,대전광역시 중구 문화동 374-16,,,대전광역시
어은로58번길(카이스트옆),노상,대전광역시 유성구 어은로58번길,,36.36258889,127.3567446,대전광역시 유성구
이현동주차장,노외,대전광역시 대덕구 대청호수로1326번길 75,,36.41373892,127.466015,대전광역시 대덕구
