구,행정동,경도,위도,이름,구분
유성구,온천2동,127.3349,36.369774,군량들 어린이공원,금연구역
유성구,온천2동,127.3385,36.363525,드림월드아파트 102동 앞 놀이터,금연구역
유성구,온천2동,127.3385,36.363525,드림월드아파트 109동 앞 놀이터,금연구역
유성구,원신흥동,127.34349,36.350906,도안마을1단지아파트 110동앞 어린이놀이터1,금연구역
유성구,원신흥동,127.34349,36.350906,도안마을1단지아파트 106동앞 어린이놀이터2,금연구역
유성구,원신흥동,127.34349,36.350906,도안마을1단지아파트 104동앞 어린이놀이터3,금연구역
유성구,원신흥동,127.34349,36.350906,도안마을1단지아파트 113동앞 유아놀이터1,금연구역
유성구,원신흥동,127.34349,36.350906,도안마을1단지아파트 관리소앞 유아놀이터2,금연구역
유성구,원신흥동,127.34706,36.349174,호반베르디움 보육시설놀이터,금연구역
유성구,원신흥동,127.34706,36.349174,호반베르디움 어린이놀이터1,금연구역
유성구,원신흥동,127.34706,36.349174,호반베르디움 어린이놀이터3,금연구역
유성구,원신흥동,127.34706,36.349174,호반베르디움 어린이놀이터2,금연구역
유성구,원신흥동,127.34214,36.34796,도안휴먼시아6단지 센트럴시티 어린이놀이터1,금연구역
유성구,원신흥동,127.34214,36.34796,도안휴먼시아6단지 센트럴시티 어린이놀이터2,금연구역
유성구,원신흥동,127.34214,36.34796,도안휴먼시아6단지 센트럴시티 유아놀이터,금연구역
유성구,원신흥동,127.34214,36.34796,금성백조예미지7단지아파트제1놀이터,금연구역
유성구,원신흥동,127.34214,36.34796,금성백조예미지7단지아파트제2놀이터,금연구역
유성구,원신흥동,127.34214,36.34796,금성백조예미지7단지아파트제3놀이터,금연구역
유성구,원신흥동,127.341995,36.341766,1-3호 수변공원 놀이터(작은내수변),금연구역
유성구,원신흥동,127.348915,36.34549,대전 도안신도시 양우내안에 아파트 1놀이터,금연구역
유성구,원신흥동,127.348915,36.34549,대전 도안신도시 양우내안에아파트 2놀이터,금연구역
유성구,원신흥동,127.34154,36.3343,금호어울림하트아파트 어린이놀이터1(1201동앞),금연구역
유성구,원신흥동,127.34154,36.3343,금호어울림하트아파트 어린이놀이터2(1203동뒤),금연구역
유성구,원신흥동,127.34154,36.3343,금호어울림하트아파트 어린이놀이터3(1212동앞),금연구역
유성구,원신흥동,127.34154,36.3343,금호어울림하트아파트 유아놀이터(1207동옆),금연구역
유성구,원신흥동,127.346146,36.333748,덜레기공원놀이터,금연구역
유성구,원신흥동,127.34502,36.340736,11BL아파트 1109동 앞 놀이터,금연구역
유성구,원신흥동,127.34502,36.340736,11BL아파트 보육시설 옆 놀이터,금연구역
유성구,원신흥동,127.34502,36.340736,11BL아파트 1102동 앞 놀이터,금연구역
유성구,원신흥동,127.34502,36.340736,11BL아파트 1104동 옆 놀이터,금연구역
유성구,원신흥동,127.34447,36.342693,신안인스빌실내놀이터,금연구역
유성구,원신흥동,127.34043,36.340572,도안마을10단지 LH아파트 1006동옆 유아놀이터,금연구역
유성구,원신흥동,127.34043,36.340572,도안마을10단지 LH아파트 1005동뒤 1번 놀이터,금연구역
유성구,원신흥동,127.34043,36.340572,도안마을10단지 LH아파트 1006동옆 2번 놀이터,금연구역
유성구,원신흥동,127.34043,36.340572,도안마을10단지 LH아파트 1009동앞 3번 놀이터,금연구역
유성구,원신흥동,127.34043,36.340572,도안마을10단지 LH아파트 1011동옆 4번 놀이터,금연구역
유성구,원신흥동,127.33984,36.333866,흥도어린이공원 놀이터,금연구역
유성구,원신흥동,127.34447,36.342693,대전 신안인스빌 어린이놀이터1,금연구역
유성구,원신흥동,127.34447,36.342693,대전 신안인스빌 어린이놀이터2,금연구역
유성구,전민동,127.407555,36.394085,대전문지지구 효성해링턴플레이스아파트 104동 놀이터,금연구역
유성구,전민동,127.407555,36.394085,대전문지지구 효성해링턴플레이스아파트 106동 놀이터,금연구역
유성구,전민동,127.407555,36.394085,대전문지지구 효성해링턴플레이스아파트 107동 놀이터,금연구역
유성구,전민동,127.407555,36.394085,대전문지지구 효성해링턴플레이스아파트 112동 놀이터,금연구역
유성구,전민동,127.40711,36.395237,문지어린이공원,금연구역
유성구,전민동,127.409195,36.39643,강변어린이공원,금연구역
유성구,전민동,127.40338,36.3826,산들어린이집,금연구역
유성구,전민동,127.3985,36.38384,대전sk행복어린이집 놀이터,금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 2놀이터(107동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 3놀이터(206동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 4놀이터(209동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 5놀이터(304동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 6놀이터(307동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 7놀이터(403동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 8놀이터(405동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 9놀이터(506동 앞),금연구역
유성구,전민동,127.40736,36.400204,엑스포아파트 1놀이터(106동 앞),금연구역
유성구,전민동,127.405334,36.398567,엑스포근린공원,금연구역
유성구,전민동,127.40602,36.400448,아리공원 놀이터,금연구역
유성구,전민동,127.402954,36.402252,청구나래아파트 (101동 앞) 놀이터,금연구역
유성구,전민동,127.402954,36.402252,청구나래아파트 (103동 앞) 놀이터,금연구역
유성구,전민동,127.402954,36.402252,청구나래아파트 (109동 앞) 놀이터,금연구역
유성구,전민동,127.40424,36.40029,세종아파트 제2놀이터(101동 옆),금연구역
유성구,전민동,127.40424,36.40029,세종아파트 제1놀이터(111동 옆),금연구역
유성구,전민동,127.397095,36.39944,삼성푸른아파트어린이놀이터,금연구역
유성구,전민동,127.397095,36.39944,삼성푸른아파트 105동 앞 놀이터,금연구역
유성구,전민동,127.4032,36.397743,전광어린이공원,금연구역
유성구,전민동,127.40112,36.398376,전민어린이공원,금연구역
유성구,진잠동,127.31488,36.301006,크로버키즈 놀이터,금연구역
유성구,진잠동,127.31971,36.30506,제이파크아파트어린이놀이터,금연구역
유성구,진잠동,127.31782,36.30497,미메이드아파트 204동앞 산성놀이터,금연구역
유성구,진잠동,127.31782,36.30497,미메이드아파트 206동뒤 이슬놀이터,금연구역
유성구,진잠동,127.31782,36.30497,미메이드아파트 210동뒤 꿈빛놀이터,금연구역
유성구,진잠동,127.315475,36.304256,교촌1어린이공원,금연구역
유성구,진잠동,127.314514,36.302036,교촌2어린이공원,금연구역
유성구,진잠동,127.315475,36.304256,교촌1-1어린이공원,금연구역
유성구,진잠동,127.32023,36.315033,한샘근린공원,금연구역
유성구,진잠동,127.32161,36.31418,드리움1단지(들꽃어린이놀이터),금연구역
유성구,진잠동,127.32161,36.31418,드리움1단지(물보라어린이놀이터),금연구역
유성구,진잠동,127.32161,36.31418,드리움1단지(산바우어린이놀이터),금연구역
유성구,진잠동,127.32164,36.313156,드리움2단지아파트어린이놀이터(204동옆),금연구역
유성구,진잠동,127.32164,36.313156,드리움2단지아파트어린이놀이터(209동옆),금연구역
유성구,진잠동,127.32511,36.31026,대전교도소 직장보육시설 놀이터,금연구역
유성구,진잠동,127.32041,36.293873,진잠근린공원 놀이터,금연구역
유성구,진잠동,127.32042,36.298866,샘물타운아파트 놀이터1,금연구역
유성구,진잠동,127.32042,36.298866,샘물타운아파트 놀이터 2 (308동 뒤편),금연구역
유성구,진잠동,127.32079,36.30195,영리더어린이집,금연구역
유성구,진잠동,127.32037,36.30239,재밌는어린이집,금연구역
유성구,진잠동,127.3205,36.303776,솔마루어린이공원,금연구역
유성구,진잠동,127.318245,36.300686,원내어린이공원,금연구역
유성구,진잠동,127.31778,36.29458,한아름아파트 105동 놀이터,금연구역
유성구,진잠동,127.31778,36.29458,한아름아파트 106동 놀이터,금연구역
유성구,진잠동,127.32121,36.296818,진잠타운아파트101동어린이놀이터,금연구역
유성구,진잠동,127.32121,36.296818,천사어린이집,금연구역
유성구,진잠동,127.32121,36.296818,진잠타운아파트103동어린이놀이터,금연구역
유성구,진잠동,127.32121,36.296818,진잠타운아파트202동어린이놀이터,금연구역
유성구,진잠동,127.31782,36.298107,청룡어린이공원,금연구역
유성구,학하동,127.30241,36.343708,학하지구오투그란데 미학1차 제1놀이터 (206동 앞),금연구역
유성구,학하동,127.30241,36.343708,학하지구오투그란데 미학1차 제2놀이터 (213동 앞),금연구역
유성구,학하동,127.30241,36.343708,학하지구오투그란데 미학1차 제3놀이터 (211동 앞),금연구역
유성구,학하동,127.305885,36.340767,별밭어린이공원,금연구역
유성구,학하동,127.299416,36.34323,계산어린이공원,금연구역
유성구,학하동,127.30003,36.336407,원계산어린이공원,금연구역
유성구,학하동,127.302345,36.357807,네오미아아파트 놀이터 1,금연구역
유성구,학하동,127.302345,36.357807,네오미아아파트 놀이터 2,금연구역
유성구,학하동,127.302345,36.357807,24호어린이공원(미로공원),금연구역
유성구,학하동,127.302345,36.357807,20호어린이공원(시간공원),금연구역
유성구,학하동,127.302345,36.357807,어린이놀이터B (숲속공원),금연구역
유성구,학하동,127.3065,36.358307,덕명 하우스토리 네오미아 아파트놀이터,금연구역
유성구,학하동,127.30325,36.34544,대전덕명어린이공원 놀이터,금연구역
유성구,학하동,127.316414,36.342567,기은어린이공원놀이터,금연구역
유성구,학하동,127.31181,36.343678,박산어린이공원놀이터,금연구역
유성구,학하동,127.31418,36.341446,와룡어린이공원놀이터,금연구역
유성구,학하동,127.29885,36.349087,화산어린이공원놀이터,금연구역
유성구,학하동,127.30624,36.338673,호산어린이공원,금연구역
유성구,학하동,127.308426,36.341946,별빛어린이공원,금연구역
유성구,학하동,127.31242,36.33916,학무정어린이공원,금연구역
유성구,학하동,127.311646,36.337452,영당말어린이공원,금연구역
유성구,학하동,127.310646,36.335686,월봉어린이공원,금연구역
중구,대사동,127.41747,36.320343,대사동 계룡아파트 어린이놀이시설,금연구역
중구,대사동,127.41699,36.31544,대자연아파트 어린이놀이시설,금연구역
중구,대사동,127.418304,36.316856,충남대병원 직장어린이집 놀이터,금연구역
중구,대흥동,127.42881,36.322964,대흥동 참좋은아파트 어린이놀이시설,금연구역
중구,대흥동,127.426,36.31859,대흥현대2차아파트 어린이놀이시설,금연구역
중구,대흥동,127.43212,36.32446,대흥현대1차아파트 어린이놀이시설,금연구역
중구,대흥동,127.41972,36.3188,새샛별어린이집놀이시설,금연구역
중구,대흥동,127.43204,36.32508,푸르내아파트 어린이놀이시설,금연구역
중구,대흥동,127.42827,36.325905,대흥어린이공원 놀이터,금연구역
중구,대흥동,127.421295,36.325577,한가족어린이집,금연구역
중구,대흥동,127.4183,36.322464,대전성모어린이집놀이터,금연구역
중구,대흥동,127.42689,36.321033,대흥1어린이공원놀이터,금연구역
중구,대흥동,127.42589,36.322914,센트럴자이아파트 111동앞 놀이터,금연구역
중구,대흥동,127.42589,36.322914,센트럴자이아파트 106동앞 놀이터,금연구역
중구,목동,127.411545,36.332214,금호한사랑아파트 101동앞 어린이놀이시설,금연구역
중구,목동,127.412994,36.328182,목동현대아파트 어린이놀이시설,금연구역
중구,목동,127.40715,36.334057,목양마을아파트 116동옆 어린이놀이시설,금연구역
중구,목동,127.40865,36.337112,애플키즈어린이집놀이시설,금연구역
중구,목동,127.41119,36.33461,목동어린이공원 놀이터,금연구역
중구,목동,127.409164,36.333057,목동더샵아파트 101동뒤 어린이놀이시설,금연구역
중구,목동,127.409164,36.333057,목동더샵아파트 109동앞 어린이놀이시설,금연구역
중구,목동,127.40982,36.336693,보물섬 어린이집 놀이터,금연구역
중구,목동,127.411545,36.332214,금호한사랑아파트 103동앞 어린이놀이시설,금연구역
중구,목동,127.411545,36.332214,금호한사랑아파트 108동앞 어린이놀이시설,금연구역
중구,목동,127.40715,36.334057,목양마을아파트 관리사무소뒤 어린이놀이시설,금연구역
중구,목동,127.40715,36.334057,목양마을아파트 109동앞 어린이놀이시설,금연구역
중구,목동,127.40715,36.334057,목양마을아파트 103동옆 어린이놀이시설,금연구역
중구,목동,127.406105,36.33729,올리브힐아파트 놀이터 (107동 옆),금연구역
중구,목동,127.406105,36.33729,올리브힐아파트 놀이터 (103동 앞),금연구역
중구,목동,127.406105,36.33729,올리브힐아파트 유아놀이터 (103동 뒤),금연구역
중구,목동,127.40848,36.335896,목동1 소공원놀이터,금연구역
중구,목동,127.41009,36.336536,선병원 해나라어린이집 어린이놀이시설,금연구역
중구,문화1동,127.41525,36.320835,하우스토리1차아파트 실내어린이놀이시설,금연구역
중구,문화1동,127.405334,36.31914,삼익아파트 어린이놀이시설,금연구역
중구,문화1동,127.40568,36.312443,문화로얄아파트 어린이놀이시설,금연구역
중구,문화1동,127.40569,36.31303,계룡문화아파트 어린이놀이시설,금연구역
중구,문화1동,127.41015,36.311306,한밭우성아파트 102동앞 어린이놀이시설,금연구역
중구,문화1동,127.40579,36.31755,늘기쁜어린이집놀이시설,금연구역
중구,문화1동,127.40798,36.31946,효성상아아파트 어린이놀이시설,금연구역
중구,문화1동,127.40709,36.31655,센트럴파크1단지 102동뒤 어린이놀이시설,금연구역
중구,문화1동,127.41238,36.317776,센트럴파크3단지 어린이놀이시설,금연구역
중구,문화1동,127.40712,36.319744,한신휴플러스보르미아파트 102동앞 어린이놀이시설,금연구역
중구,문화1동,127.41015,36.317013,센트럴파크2단지 204동뒤 어린이놀이시설,금연구역
중구,문화1동,127.4148,36.319695,하우스토리2차아파트 어린이놀이시설,금연구역
중구,문화1동,127.4128,36.31158,문화어린이 놀이터,금연구역
중구,문화1동,127.41015,36.317013,센트럴파크2단지 205동뒤 어린이놀이시설,금연구역
중구,문화1동,127.41015,36.317013,센트럴파크2단지 208동앞 어린이놀이시설,금연구역
중구,문화1동,127.41015,36.311306,한밭우성아파트 105동앞 어린이놀이시설,금연구역
중구,문화1동,127.41015,36.311306,한밭우성아파트 111동앞 어린이놀이시설,금연구역
중구,문화1동,127.40709,36.31655,센트럴파크1단지 103동뒤 어린이놀이시설,금연구역
중구,문화1동,127.4064,36.312897,햇살아파트 어린이놀이시설,금연구역
중구,문화1동,127.41028,36.31957,문화마을금호어울림아파트 놀이터 (1단지),금연구역
중구,문화1동,127.4111,36.320293,문화마을금호어울림아파트 놀이터 (2단지),금연구역
중구,문화1동,127.40712,36.319744,한신휴플러스보르미아파트 103동앞 어린이놀이시설,금연구역
중구,문화1동,127.40712,36.319744,한신휴플러스보르미아파트 201동앞 어린이놀이시설,금연구역
중구,문화1동,127.405205,36.311398,사랑뜰어린이집놀이터,금연구역
중구,문화1동,127.41538,36.3224,대전센트럴 웅진스타클래스 놀이터,금연구역
중구,문화1동,127.410614,36.311237,다밀어린이집,금연구역
중구,문화2동,127.39984,36.30859,속리어린이공원,금연구역
중구,문화2동,127.40005,36.312405,둥근별어린이집놀이시설,금연구역
중구,문화2동,127.402405,36.306076,문화극동아파트 어린이놀이시설,금연구역
중구,문화2동,127.39825,36.307674,삼성푸른아파트 101동앞 어린이놀이시설,금연구역
중구,문화2동,127.39984,36.30859,문화주공2단지아파트 202동옆 어린이놀이시설,금연구역
중구,문화2동,127.40084,36.309177,문화주공3단지아파트 307동옆 어린이놀이시설,금연구역
중구,문화2동,127.40368,36.306488,문화어린이집놀이시설,금연구역
중구,문화2동,127.39732,36.30711,문화주공1단지아파트 101동옆 어린이놀이시설,금연구역
중구,문화2동,127.39732,36.30711,마루메기어린이공원 놀이터,금연구역
중구,문화2동,127.402794,36.307854,옥미어린이공원 놀이터,금연구역
중구,문화2동,127.40106,36.310505,신촌어린이공원 놀이터,금연구역
중구,문화2동,127.402275,36.31121,천근어린이공원 놀이터,금연구역
중구,문화2동,127.39825,36.307674,삼성푸른아파트 105동앞 어린이놀이시설,금연구역
중구,문화2동,127.39984,36.30859,문화주공2단지아파트 관리사무소옆 어린이놀이시설,금연구역
중구,문화2동,127.40084,36.309177,문화주공3단지아파트 303동옆 어린이놀이시설,금연구역
중구,문화2동,127.39732,36.30711,문화주공1단지아파트 105동앞 어린이놀이시설,금연구역
중구,문화2동,127.404335,36.308044,보배어린이집,금연구역
중구,부사동,127.43385,36.316303,하나둘셋어린이집놀이시설,금연구역
중구,부사동,127.4309,36.310192,부사산마을어린이 놀이터,금연구역
중구,부사동,127.42945,36.312935,부사1어린이놀이터,금연구역
중구,부사동,127.4328,36.31037,부사 어린이집,금연구역
중구,부사동,127.433685,36.31082,부사2어린이놀이터,금연구역
중구,부사동,127.433365,36.309418,참좋은도시형생활주택놀이터,금연구역
중구,산성동,127.38242,36.294613,우남스타원아파트 102동 어린이놀이시설,금연구역
중구,산성동,127.38482,36.306732,한밭가든아파트 102동옆 어린이놀이시설,금연구역
중구,산성동,127.392654,36.308537,산성우성아파트 109동 어린이놀이시설,금연구역
중구,산성동,127.39565,36.30584,경성공원아파트 101동앞 어린이놀이시설,금연구역
중구,산성동,127.38642,36.297832,동원가든아파트 103동앞 어린이놀이시설,금연구역
중구,산성동,127.383644,36.295288,사정3어린이공원 놀이터,금연구역
중구,산성동,127.39145,36.307163,해밀어린이집놀이시설,금연구역
중구,산성동,127.390274,36.306053,통큰어린이집놀이시설,금연구역
중구,산성동,127.38454,36.302315,색동어린이집놀이시설,금연구역
중구,산성동,127.391266,36.308502,당대어린이공원 놀이터,금연구역
중구,산성동,127.39142,36.3048,탑골어린이공원 놀이터,금연구역
중구,산성동,127.38449,36.300034,사정1 어린이공원 놀이터,금연구역
중구,산성동,127.38025,36.29174,안영1 어린이공원 놀이터,금연구역
중구,산성동,127.37939,36.290314,안영2 어린이공원 놀이터,금연구역
중구,산성동,127.37959,36.28658,안영3 어린이공원 놀이터,금연구역
중구,산성동,127.38774,36.298737,사정어린이 놀이터,금연구역
중구,산성동,127.38449,36.300453,바다의별어린이집놀이터,금연구역
중구,산성동,127.38242,36.294613,우남스타원아파트 106동옆 어린이놀이시설,금연구역
중구,산성동,127.38482,36.306732,한밭가든아파트 104동옆 어린이놀이시설,금연구역
중구,산성동,127.38482,36.306732,한밭가든아파트 107동옆 어린이놀이시설,금연구역
중구,산성동,127.392654,36.308537,산성우성아파트 유치원 어린이놀이시설,금연구역
중구,산성동,127.392654,36.308537,산성우성아파트 관리사무소옆 어린이놀이시설,금연구역
중구,산성동,127.39565,36.30584,경성공원아파트 102동앞 어린이놀이시설,금연구역
중구,산성동,127.38642,36.297832,동원가든아파트 상가뒤 어린이놀이시설,금연구역
중구,산성동,127.38747,36.296482,사정2 어린이공원 놀이터,금연구역
중구,산성동,127.4094,36.299408,사정지구 레포츠공원어린이놀이터,금연구역
중구,산성동,127.39001,36.294624,상당어린이놀이터,금연구역
중구,산성동,127.397064,36.29492,사정근린공원 생태습지 내 놀이시설,금연구역
중구,석교동,127.44082,36.30762,리틀킹어린이집놀이시설,금연구역
중구,석교동,127.44134,36.30907,누리키즈어린이집놀이시설,금연구역
중구,석교동,127.44749,36.302586,호동어린이집 놀이터,금연구역
중구,석교동,127.444595,36.307484,범골어린이공원 놀이터,금연구역
중구,오류동,127.40663,36.325268,오류삼성아파트 3동앞 어린이놀이시설,금연구역
중구,오류동,127.403854,36.326775,오류어린이공원 놀이터,금연구역
중구,오류동,127.40663,36.325268,오류삼성아파트 15동앞 어린이놀이시설,금연구역
중구,오류동,127.40663,36.325268,오류삼성아파트 28동옆 어린이놀이시설,금연구역
중구,오류동,127.40624,36.327255,조마루감자탕실내놀이터,금연구역
중구,용두동,127.41175,36.32392,강남어린이집놀이시설,금연구역
중구,용두동,127.412674,36.327618,성락어린이집놀이터,금연구역
중구,용두동,127.40292,36.331856,용머리어린이공원 놀이터,금연구역
중구,용두동,127.40822,36.329926,극동늘푸른아파트내 놀이터,금연구역
중구,용두동,127.41449,36.32407,용두미르마을아파트 104동앞 어린이놀이시설,금연구역
중구,용두동,127.41449,36.32407,용두미르마을아파트 어린이집앞 어린이놀이시설,금연구역
중구,용두동,127.41449,36.32407,용두미르마을아파트 108동앞 어린이놀이시설,금연구역
중구,용두동,127.41449,36.32407,용두미르마을아파트 103동앞 어린이놀이시설,금연구역
중구,용두동,127.409294,36.32955,용두아파트 어린이놀이시설,금연구역
중구,유천1동,127.39433,36.32047,중평(마라본)어린이공원 놀이터,금연구역
중구,유천1동,127.390526,36.31466,큰솔6차아파트 어린이놀이시설,금연구역
중구,유천1동,127.396194,36.312664,버드내어린이공원 놀이터,금연구역
중구,유천1동,127.39474,36.320175,소망어린이집,금연구역
중구,유천2동,127.399994,36.320404,유천현대2차아파트 114동앞 어린이놀이시설,금연구역
중구,유천2동,127.401245,36.315273,올리브트리어린이집놀이시설,금연구역
중구,유천2동,127.396866,36.31644,파랑새어린이집놀이시설,금연구역
중구,유천2동,127.399994,36.320404,유천현대1차아파트 102동뒤 어린이놀이시설,금연구역
중구,유천2동,127.39542,36.321648,유진하나아파트 어린이놀이시설,금연구역
중구,유천2동,127.39778,36.313545,비타민어린이집놀이시설,금연구역
중구,유천2동,127.39968,36.322845,장미아파트 8동옆 놀이터,금연구역
중구,유천2동,127.39623,36.319942,위키어린이집 놀이터,금연구역
중구,유천2동,127.40199,36.319862,유천현대3차(남촌)아파트 어린이놀이시설,금연구역
중구,유천2동,127.402374,36.315174,예쁜어린이집,금연구역
중구,유천2동,127.399994,36.320404,유천현대1차아파트 110동앞 어린이놀이시설,금연구역
중구,유천2동,127.399994,36.320404,유천현대2차아파트 117동앞 어린이놀이시설,금연구역
중구,유천2동,127.399895,36.31988,한사랑아파트 어린이놀이시설,금연구역
중구,유천2동,127.397995,36.319645,사랑피피쿠스어린이집놀이터,금연구역
중구,유천2동,127.398476,36.320362,킹베베어린이집,금연구역
중구,유천2동,127.40085,36.31609,지니키즈어린이집,금연구역
중구,유천2동,127.39818,36.32031,유천딩동댕어린이집,금연구역
중구,유천2동,127.3989,36.316135,꿈쟁이어린이집,금연구역
중구,은행선화동,127.422295,36.332054,선화동 참좋은아파트 어린이놀이시설,금연구역
중구,은행선화동,127.41734,36.32832,대전삼성어린이집놀이시설,금연구역
중구,은행선화동,127.41881,36.332912,현대아파트 어린이놀이시설,금연구역
중구,은행선화동,127.4186,36.3278,선화어린이공원 놀이터,금연구역
중구,은행선화동,127.41676,36.334957,푸른어린이공원 놀이터,금연구역
중구,은행선화동,127.4164,36.32387,센트럴뷰아파트 제1놀이터(102동 옆),금연구역
중구,은행선화동,127.4164,36.32387,센트럴뷰아파트 제2놀이터(104동 앞),금연구역
중구,은행선화동,127.4164,36.32387,센트럴뷰아파트 유아놀이터(104동 옆),금연구역
중구,은행선화동,127.41891,36.333878,선호아파트 어린이놀이시설,금연구역
중구,은행선화동,127.41577,36.325375,양지근린공원 어린이놀이시설,금연구역
중구,중촌동,127.40929,36.33936,중촌주공아파트 어린이놀이시설,금연구역
중구,중촌동,127.40686,36.341007,중촌금호아파트 1동앞 어린이놀이시설,금연구역
중구,중촌동,127.4105,36.34065,금성백조아파트 어린이놀이시설,금연구역
중구,중촌동,127.41062,36.342197,무릉어린이공원 놀이터,금연구역
중구,중촌동,127.41294,36.33865,솔밭어린이공원 놀이터,금연구역
중구,중촌동,127.4075,36.338177,중마을어린이 놀이터,금연구역
중구,중촌동,127.41266,36.336872,미소어린이집 실외놀이터,금연구역
중구,중촌동,127.40686,36.341007,중촌금호아파트 9동옆 어린이놀이시설,금연구역
중구,중촌동,127.41091,36.33861,중촌현대아파트 105동옆 어린이놀이시설(제1놀이터),금연구역
중구,중촌동,127.41091,36.33861,중촌현대아파트 108동뒤 어린이놀이시설(제2놀이터),금연구역
중구,중촌동,127.412125,36.336105,캔키즈어린이집놀이터,금연구역
중구,중촌동,127.41219,36.33624,꽃망울어린이집,금연구역
중구,중촌동,127.408516,36.341652,중촌동시영아파트 어린이놀이시설,금연구역
중구,중촌동,127.40643,36.338512,중촌주공3단지(하늘아파트) 303동앞 어린이놀이터,금연구역
중구,중촌동,127.40643,36.338512,중촌주공3단지(하늘아파트) 307동앞 어린이놀이터,금연구역
중구,중촌동,127.404144,36.339603,중촌근린공원놀이터,금연구역
중구,중촌동,127.41058,36.344868,대전 중촌2단지 아파트 어린이놀이터(201동 옆),금연구역
중구,태평1동,127.40145,36.326046,자연어린이집놀이시설,금연구역
중구,태평1동,127.39801,36.32305,쌍용예가아파트 101동앞 어린이놀이시설,금연구역
중구,태평1동,127.39801,36.32305,쌍용예가아파트 105동앞 어린이놀이시설,금연구역
중구,태평1동,127.398186,36.33233,유등마을아파트 103동 놀이터,금연구역
중구,태평1동,127.398186,36.33233,유등마을아파트 109동 놀이터,금연구역
중구,태평1동,127.398865,36.32493,평리어린이공원 놀이터,금연구역
중구,태평1동,127.398186,36.33233,유등마을아파트 112동 놀이터,금연구역
중구,태평1동,127.39945,36.330345,푸른뫼아파트 관리사무소옆 어린이놀이시설,금연구역
중구,태평1동,127.39945,36.330345,푸른뫼아파트 102동앞 어린이놀이시설,금연구역
중구,태평1동,127.3987,36.32314,태평아파트 (103동 앞) 놀이터,금연구역
중구,태평1동,127.3987,36.32314,태평아파트 (107동 앞) 놀이터,금연구역
중구,태평1동,127.3987,36.32314,태평아파트 (109동 앞) 놀이터,금연구역
중구,태평2동,127.38866,36.322205,파라곤아파트 302동앞 어린이놀이시설,금연구역
중구,태평2동,127.39353,36.325073,삼부5단지아파트 53동앞 어린이놀이시설,금연구역
중구,태평2동,127.39239,36.32328,삼부3단지아파트 어린이놀이시설,금연구역
중구,태평2동,127.392,36.319935,버드내 2단지아파트 201동앞 어린이놀이시설,금연구역
중구,태평2동,127.39177,36.326233,태평양어린이집놀이시설,금연구역
중구,태평2동,127.39023,36.322193,삼부새롬아파트놀이터,금연구역
중구,태평2동,127.39491,36.328568,강변어린이공원 놀이터,금연구역
중구,태평2동,127.39494,36.324585,삼부아파트1단지1동 놀이터,금연구역
중구,태평2동,127.39494,36.324585,삼부아파트1단지5동 놀이터,금연구역
중구,태평2동,127.38866,36.322205,파라곤아파트 305동앞 어린이놀이시설,금연구역
중구,태평2동,127.38866,36.322205,파라곤아파트 306동뒤 어린이놀이시설,금연구역
중구,태평2동,127.38866,36.322205,파라곤아파트 308동뒤 어린이놀이시설,금연구역
중구,태평2동,127.392,36.319935,버드내 2단지아파트 204동앞 어린이놀이시설,금연구역
중구,태평2동,127.392,36.319935,버드내 2단지아파트 212동앞 어린이놀이시설,금연구역
중구,태평2동,127.39134,36.31802,버드내마을 1단지아파트 122동앞 어린이놀이시설,금연구역
중구,태평2동,127.39134,36.31802,버드내마을 1단지아파트 105동앞 어린이놀이시설,금연구역
중구,태평2동,127.39134,36.31802,버드내마을 1단지아파트 112동뒤 어린이놀이시설,금연구역
중구,태평2동,127.39134,36.31802,버드내마을 1단지아파트 115동앞 어린이놀이시설,금연구역
중구,태평2동,127.39134,36.31802,버드내마을 1단지아파트 130동앞 어린이놀이시설,금연구역
중구,태평2동,127.39134,36.31802,"버드내마을 1단지아파트 137동,139동앞 어린이놀이시설",금연구역
대덕구,대화동,127.41135,36.362694,대전대화초등학교병설유치원,금연구역
대덕구,대화동,127.41135,36.362694,대전대화초등학교,금연구역
대덕구,덕암동,127.421555,36.44391,덕암유치원,금연구역
대덕구,덕암동,127.419914,36.432034,새일초등학교병설유치원,금연구역
대덕구,덕암동,127.42057,36.435375,한나유치원,금연구역
대덕구,덕암동,127.42084,36.43826,해나라유치원,금연구역
대덕구,덕암동,127.419914,36.432034,새일초등학교,금연구역
대덕구,덕암동,127.423,36.44251,신탄중앙중학교,금연구역
대덕구,목상동,127.41232,36.445637,대전목상초등학교병설유치원,금연구역
대덕구,목상동,127.414215,36.446857,색동유치원,금연구역
대덕구,목상동,127.41232,36.445637,대전목상초등학교,금연구역
대덕구,법1동,127.42717,36.367718,대전중리초등학교병설유치원,금연구역
대덕구,법1동,127.42707,36.36987,해맑은유치원,금연구역
