index,구,행정동,경도,위도,이름,구분
94834,유성구,온천1동,127.33966,36.3505,진원미면옥,상권정보
94837,유성구,온천1동,127.343994,36.355614,송정설렁탕,상권정보
94841,유성구,온천1동,127.32079,36.359917,카페나무,상권정보
94846,유성구,온천1동,127.34024,36.354954,간사이,상권정보
94853,유성구,온천1동,127.33493,36.35511,조은소,상권정보
94855,유성구,온천1동,127.337265,36.353718,한교맛집,상권정보
94859,유성구,온천1동,127.34552,36.35718,삼겹싸롱,상권정보
94860,유성구,온천1동,127.34489,36.357574,상하이24시,상권정보
94863,유성구,온천1동,127.34462,36.35685,이탈리안레스토랑14번길,상권정보
94865,유성구,온천1동,127.34613,36.35304,석이왕족발보쌈,상권정보
94868,유성구,온천1동,127.34041,36.35252,이화수전통육개장 유성점,상권정보
94869,유성구,온천1동,127.335205,36.35497,신촌맥가,상권정보
94870,유성구,온천1동,127.346176,36.357094,아즈테낄라,상권정보
94875,유성구,온천1동,127.334206,36.35326,후루룩칼국수보쌈,상권정보
94881,유성구,온천1동,127.3374,36.35369,비빔밥 고기듬뿍대왕,상권정보
94882,유성구,온천1동,127.346664,36.357376,커피니 봉명점,상권정보
94884,유성구,온천1동,127.34292,36.359066,세븐팩토리모먼트,상권정보
94886,유성구,온천1동,127.35418,36.3584,더맛 있는족발유성점,상권정보
94887,유성구,온천1동,127.34432,36.354576,더도담,상권정보
94891,유성구,온천1동,127.346664,36.357376,설천순대국밥,상권정보
94895,유성구,온천1동,127.35021,36.35819,유성칼국수,상권정보
94896,유성구,온천1동,127.33763,36.355587,원조짬뽕가,상권정보
94898,유성구,온천1동,127.344925,36.35776,현우키친,상권정보
94901,유성구,온천1동,127.333084,36.356625,불스떡볶이 유성점,상권정보
94903,유성구,온천1동,127.35418,36.3584,이화수육계장,상권정보
94905,유성구,온천1동,127.347435,36.35855,화오뎅앤떡볶이,상권정보
94907,유성구,온천1동,127.34349,36.357918,칠링,상권정보
94910,유성구,온천1동,127.34,36.352528,카페와이,상권정보
94911,유성구,온천1동,127.35418,36.3584,키무카츠,상권정보
94913,유성구,온천1동,127.33634,36.352913,민스푸드,상권정보
94914,유성구,온천1동,127.35418,36.3584,써든스테이크 유성점,상권정보
94920,유성구,온천1동,127.33726,36.354523,정민이네,상권정보
94924,유성구,온천1동,127.33754,36.354496,고향촌,상권정보
94928,유성구,온천1동,127.34494,36.355385,청주해장국,상권정보
94929,유성구,온천1동,127.345894,36.358776,알리바바,상권정보
94931,유성구,온천1동,127.35357,36.359035,블레스롤 가맹본부,상권정보
94933,유성구,온천1동,127.344246,36.35874,마라탕,상권정보
94938,유성구,온천1동,127.33998,36.35198,만나한우복수식당,상권정보
94939,유성구,온천1동,127.337265,36.353718,전주식당,상권정보
94943,유성구,온천1동,127.35418,36.3584,비빔가,상권정보
94946,유성구,온천1동,127.336945,36.35488,모어럽,상권정보
94948,유성구,온천1동,127.34931,36.35484,눈꽃빙수마을,상권정보
94949,유성구,온천1동,127.33778,36.354244,케이푸드원,상권정보
94950,유성구,온천1동,127.33572,36.35123,타이슨막창,상권정보
94951,유성구,온천1동,127.30807,36.360134,둥지톳밥,상권정보
94953,유성구,온천1동,127.33251,36.352375,우리집생고기,상권정보
94955,유성구,온천1동,127.332245,36.352566,지음카페,상권정보
94956,유성구,온천1동,127.32807,36.35179,갑부본가 유성점,상권정보
94957,유성구,온천1동,127.33946,36.35255,맷돌얼큰이칼국수,상권정보
94958,유성구,온천1동,127.35418,36.3584,누들키친,상권정보
94959,유성구,온천1동,127.337654,36.35572,우연이,상권정보
94963,유성구,온천1동,127.35418,36.3584,국수나무 유성홈플러스점,상권정보
94964,유성구,온천1동,127.333145,36.353786,한국집숯불갈비,상권정보
94970,유성구,온천1동,127.35418,36.3584,장호짤라집 유성홈플러스점,상권정보
94972,유성구,온천1동,127.339676,36.35515,학사촌,상권정보
94973,유성구,온천1동,127.33409,36.352997,미스터보쌈대전유성점 대전유성점,상권정보
94975,유성구,온천1동,127.30798,36.359295,정가왕갈비탕,상권정보
94979,유성구,온천1동,127.344406,36.358047,커피붐비네,상권정보
94980,유성구,온천1동,127.345505,36.358803,거북이식당,상권정보
94981,유성구,온천1동,127.34568,36.357666,케이엠지엠,상권정보
94982,유성구,온천1동,127.35418,36.3584,홍대칼국수와족발 홈플러스유성점,상권정보
94984,유성구,온천1동,127.338844,36.350437,또와식당,상권정보
94986,유성구,온천1동,127.338135,36.356186,불짬뽕,상권정보
94988,유성구,온천1동,127.344406,36.358047,카페알토,상권정보
94989,유성구,온천1동,127.331825,36.352627,카페 베이스,상권정보
94990,유성구,온천1동,127.33438,36.352962,그래그래피자떡볶이,상권정보
94993,유성구,온천1동,127.3446,36.3556,초정한우 유성점,상권정보
94994,유성구,온천1동,127.34673,36.35799,플렉스,상권정보
94996,유성구,온천1동,127.350945,36.358067,라이브식당,상권정보
95000,유성구,온천1동,127.34568,36.357666,프롬하와이숯불닭구이,상권정보
95001,유성구,온천1동,127.3447,36.35319,에이치가든,상권정보
95002,유성구,온천1동,127.34301,36.35575,파파존스 대전유성점,상권정보
95003,유성구,온천1동,127.340675,36.35508,가족족발,상권정보
95005,유성구,온천1동,127.332565,36.353638,수니김밥,상권정보
95007,유성구,온천1동,127.337875,36.351597,푸드스토리,상권정보
95011,유성구,온천1동,127.35308,36.357067,박씨부엌,상권정보
95013,유성구,온천1동,127.34126,36.35523,온천면옥,상권정보
95014,유성구,온천1동,127.33879,36.35434,유성칼국수,상권정보
95017,유성구,온천1동,127.322235,36.34764,구암약선오리,상권정보
95022,유성구,온천1동,127.33543,36.35314,피굽남피자 유성점,상권정보
95024,유성구,온천1동,127.33404,36.350906,짱조아,상권정보
95025,유성구,온천1동,127.33876,36.352276,아지트,상권정보
95026,유성구,온천1동,127.344246,36.35874,레드트리,상권정보
95033,유성구,온천1동,127.345505,36.358803,빽다방 대전봉명우산점,상권정보
95035,유성구,온천1동,127.340675,36.35508,봉식이뒷고기육회,상권정보
95040,유성구,온천1동,127.34301,36.35575,기봉이김밥 봉명점,상권정보
95042,유성구,온천1동,127.34659,36.358284,담다베이글 봉명점,상권정보
95044,유성구,온천1동,127.352104,36.357903,쌍둥이수육국밥,상권정보
95045,유성구,온천1동,127.34617,36.354103,오뚜기식당,상권정보
95052,유성구,온천1동,127.333084,36.356625,파이프펍,상권정보
95054,유성구,온천1동,127.33641,36.35532,눈물나는떡볶이,상권정보
95055,유성구,온천1동,127.34232,36.357677,카페 607,상권정보
95056,유성구,온천1동,127.335106,36.3553,이모네김밥,상권정보
95057,유성구,온천1동,127.33822,36.353336,카페구월,상권정보
95058,유성구,온천1동,127.33759,36.353485,전주옥,상권정보
95061,유성구,온천1동,127.34338,36.356133,감성커피 대전유성점,상권정보
95065,유성구,온천1동,127.34491,36.35403,뉴호박,상권정보
95066,유성구,온천1동,127.335236,36.353996,이화원,상권정보
95070,유성구,온천1동,127.340355,36.355324,어수사,상권정보
95073,유성구,온천1동,127.33715,36.355755,풍천복장어,상권정보
95076,유성구,온천1동,127.329124,36.35351,화이트케이앤디,상권정보
95080,유성구,온천1동,127.3336,36.35604,맛사랑분식,상권정보
95084,유성구,온천1동,127.34568,36.357666,치킨퐁 237유성봉명점,상권정보
95088,유성구,온천1동,127.34516,36.357224,루티나,상권정보
95092,유성구,온천1동,127.33542,36.35217,666버거 유성점,상권정보
95094,유성구,온천1동,127.328156,36.352074,이도갈비,상권정보
95095,유성구,온천1동,127.3377,36.35501,김석봉해산물활어회마당,상권정보
95096,유성구,온천1동,127.3341,36.348816,시골손두부,상권정보
95100,유성구,온천1동,127.34363,36.3569,카페 하프문,상권정보
95102,유성구,온천1동,127.34084,36.356606,정일수산대전지점다다일식,상권정보
95104,유성구,온천1동,127.33729,36.35269,황제성반점,상권정보
95107,유성구,온천1동,127.34232,36.357677,인기명 대전유성점,상권정보
95108,유성구,온천1동,127.352684,36.358624,장흥한우,상권정보
95110,유성구,온천1동,127.307915,36.359158,쥬스킹연구소,상권정보
95111,유성구,온천1동,127.33484,36.35401,참치전쟁,상권정보
95113,유성구,온천1동,127.34126,36.35523,쿠우쿠우 유성점,상권정보
95120,유성구,온천1동,127.33528,36.35414,착한두부마을,상권정보
95121,유성구,온천1동,127.35193,36.357918,안동본가국밥 대전유성점,상권정보
95123,유성구,온천1동,127.34254,36.354973,짬뽕클라쓰 유성점,상권정보
95125,유성구,온천1동,127.3402,36.356068,부잣집곰탕,상권정보
95127,유성구,온천1동,127.343056,36.355743,노걸대 감자탕,상권정보
95128,유성구,온천1동,127.339714,36.35548,시골참순대,상권정보
95129,유성구,온천1동,127.346664,36.357376,야행성미식가,상권정보
95130,유성구,온천1동,127.340454,36.35607,장원생고기,상권정보
95131,유성구,온천1동,127.34454,36.35869,모쿠요비,상권정보
95140,유성구,온천1동,127.34069,36.35363,짬뽕의진수,상권정보
95145,유성구,온천1동,127.34406,36.35746,하오츠마라탕 유성온천점,상권정보
95158,유성구,온천1동,127.331406,36.350407,카페아베오,상권정보
95160,유성구,온천1동,127.34336,36.354877,옥천가별관,상권정보
95168,유성구,온천1동,127.33493,36.35511,통근오리,상권정보
95177,유성구,온천1동,127.34475,36.354618,만나명태명가,상권정보
95181,유성구,온천1동,127.33528,36.35414,미평가화덕구이,상권정보
95182,유성구,온천1동,127.344925,36.35776,응큼한횟집,상권정보
95184,유성구,온천1동,127.33998,36.351498,스타벅스 대전도안DT점,상권정보
95187,유성구,온천1동,127.33662,36.353924,왓다삼겹살,상권정보
95196,유성구,온천1동,127.33634,36.352913,수복돌구이,상권정보
95203,유성구,온천1동,127.33549,36.355213,피자온,상권정보
95205,유성구,온천1동,127.34,36.352528,웅이네오돌뼈닭발도 유성점,상권정보
95206,유성구,온천1동,127.344246,36.35874,스시노백쉐프 대전봉명76호점,상권정보
95207,유성구,온천1동,127.34654,36.35704,제주쉬멍해장국 대전본점,상권정보
95211,유성구,온천1동,127.334885,36.354824,금강참붕어찜,상권정보
95214,유성구,온천1동,127.345406,36.358208,육사구이 봉명점,상권정보
95216,유성구,온천1동,127.33604,36.35409,커피프랜드,상권정보
95219,유성구,온천1동,127.33715,36.355755,땡큐맘치킨,상권정보
95225,유성구,온천1동,127.33317,36.356155,BBQ치킨 유성점,상권정보
95228,유성구,온천1동,127.34824,36.359043,유성닭발 봉명점,상권정보
95229,유성구,온천1동,127.33703,36.354034,커피콩야,상권정보
95232,유성구,온천1동,127.34167,36.356167,엠쿡,상권정보
95233,유성구,온천1동,127.33641,36.351974,아구마당,상권정보
95234,유성구,온천1동,127.33285,36.355667,가정우리식당,상권정보
95235,유성구,온천1동,127.33788,36.356262,남강식당,상권정보
95237,유성구,온천1동,127.339714,36.35548,한알천,상권정보
95239,유성구,온천1동,127.35022,36.357456,태평소국밥 본관,상권정보
95244,유성구,온천1동,127.33338,36.35441,더좋은밥상,상권정보
95246,유성구,온천1동,127.34406,36.35746,설화참숯닭갈비,상권정보
95247,유성구,온천1동,127.33789,36.35401,회랑스시랑,상권정보
95248,유성구,온천1동,127.33866,36.3526,태백산,상권정보
95249,유성구,온천1동,127.34121,36.354992,유성명가만나,상권정보
95250,유성구,온천1동,127.34929,36.358128,매운탕1번가,상권정보
95255,유성구,온천1동,127.34215,36.353855,정선골,상권정보
95261,유성구,온천1동,127.33565,36.355198,써브웨이대전 유성터미널점,상권정보
95263,유성구,온천1동,127.340355,36.354618,엄마손,상권정보
95266,유성구,온천1동,127.3399,36.35079,백마강민물장어,상권정보
95268,유성구,온천1동,127.35133,36.35733,맘스민,상권정보
95271,유성구,온천1동,127.33879,36.35434,그집쭈꾸미 유성점,상권정보
95273,유성구,온천1동,127.336464,36.35138,페리카나치킨 구암점,상권정보
95274,유성구,온천1동,127.35251,36.357803,봉리단길,상권정보
95276,유성구,온천1동,127.3077,36.360508,어가명가,상권정보
95284,유성구,온천1동,127.343025,36.35419,아가미,상권정보
95287,유성구,온천1동,127.337166,36.35616,더제이,상권정보
95293,유성구,온천1동,127.331955,36.351086,한잔,상권정보
95298,유성구,온천1동,127.34334,36.35414,천복회관,상권정보
95299,유성구,온천1동,127.34406,36.35746,아랑고기국수,상권정보
95309,유성구,온천1동,127.336464,36.356274,유성만두,상권정보
95310,유성구,온천1동,127.340675,36.35508,디에떼에스프레소,상권정보
95311,유성구,온천1동,127.34406,36.35746,홍곱창 대전봉명점,상권정보
95312,유성구,온천1동,127.3069,36.359127,노메딕카페,상권정보
95317,유성구,온천1동,127.333694,36.354923,퍼퓰러버거,상권정보
95320,유성구,온천1동,127.3363,36.354244,닭컴,상권정보
95323,유성구,온천1동,127.337875,36.351597,디와이푸드,상권정보
95328,유성구,온천1동,127.337494,36.35034,춘삼월꽃게장,상권정보
95331,유성구,온천1동,127.33486,36.350983,인상피자 대전직영점,상권정보
95334,유성구,온천1동,127.338585,36.35518,오리엔탈레스토랑 리베라호텔,상권정보
95338,유성구,온천1동,127.33685,36.352417,불철주야,상권정보
95342,유성구,온천1동,127.34594,36.353516,펠라스휴게음식점,상권정보
95343,유성구,온천1동,127.33521,36.354546,피우리숯불치킨,상권정보
95344,유성구,온천1동,127.33117,36.353073,오르새피자 유성점,상권정보
95345,유성구,온천1동,127.34406,36.35746,냉면쟁이고기꾼,상권정보
95346,유성구,온천1동,127.347885,36.35513,계룡스파텔커피숍,상권정보
95354,유성구,온천1동,127.33964,36.355373,알엔디식당,상권정보
95356,유성구,온천1동,127.33763,36.355587,도문양꼬치,상권정보
95358,유성구,온천1동,127.347496,36.359066,썸데이제주오겹살,상권정보
95360,유성구,온천1동,127.333694,36.354923,대흥칼국수,상권정보
95362,유성구,온천1동,127.33425,36.35457,범용식당,상권정보
95376,유성구,온천1동,127.338455,36.353184,행운뒷고기,상권정보
95383,유성구,온천1동,127.33272,36.349846,BHC치킨 대전구암점,상권정보
95389,유성구,온천1동,127.34446,36.356644,청목정,상권정보
95398,유성구,온천1동,127.347435,36.35855,야심야식당함께,상권정보
95401,유성구,온천1동,127.32867,36.353436,백송,상권정보
95405,유성구,온천1동,127.313995,36.35888,가야촌대전점고기앤카페,상권정보
95406,유성구,온천1동,127.34338,36.356133,한솥도시락 유성푸르지오점,상권정보
95407,유성구,온천1동,127.34406,36.35746,쁘리모,상권정보
95411,유성구,온천1동,127.35418,36.3584,카페리브로,상권정보
95414,유성구,온천1동,127.33818,36.35349,구룡아구복집,상권정보
95419,유성구,온천1동,127.33293,36.354874,가정우리식당,상권정보
95422,유성구,온천1동,127.340675,36.35508,아삼육회,상권정보
95423,유성구,온천1동,127.33572,36.355503,봉구스밥버거유성점 유성점,상권정보
95424,유성구,온천1동,127.345695,36.35837,히토메보레,상권정보
95429,유성구,온천1동,127.34464,36.353527,띠울참숯석갈비 유성점,상권정보
95433,유성구,온천1동,127.33578,36.355793,예전손칼국시,상권정보
95436,유성구,온천1동,127.30792,36.36022,팬트리,상권정보
95455,유성구,온천1동,127.33293,36.355263,자매삼겹등갈비,상권정보
95457,유성구,온천1동,127.32728,36.353527,웰빙치킨,상권정보
95459,유성구,온천1동,127.33576,36.35629,유성양푼이동태찌개,상권정보
95461,유성구,온천1동,127.33557,36.351845,황제성반점,상권정보
95470,유성구,온천1동,127.33715,36.355755,배스킨라빈스31대전유성점 대전유성점,상권정보
95475,유성구,온천1동,127.33009,36.3534,팔팔생고기,상권정보
95478,유성구,온천1동,127.339096,36.353424,김영희강남동태찜 봉명점,상권정보
95480,유성구,온천1동,127.338585,36.35518,카페카네스 리베라호텔,상권정보
95481,유성구,온천1동,127.33719,36.353447,밀향기,상권정보
95482,유성구,온천1동,127.33024,36.357113,늘푸른쌈밥,상권정보
95483,유성구,온천1동,127.33988,36.353905,돈사돈,상권정보
95484,유성구,온천1동,127.342514,36.354317,다해어죽,상권정보
95487,유성구,온천1동,127.35418,36.3584,베스킨라빈스 유성홈플러스점,상권정보
95489,유성구,온천1동,127.3444,36.35648,유성황우마을,상권정보
95490,유성구,온천1동,127.3446,36.355606,리틀고우끼,상권정보
95491,유성구,온천1동,127.3473,36.35791,모또,상권정보
95492,유성구,온천1동,127.33821,36.355896,무안낙지,상권정보
95493,유성구,온천1동,127.34218,36.354286,버거킹 대전유성온천역점,상권정보
95494,유성구,온천1동,127.344246,36.35874,어나더키친 대전점,상권정보
95498,유성구,온천1동,127.34941,36.35503,푸짐한조개찜 봉명점,상권정보
95507,유성구,온천1동,127.34462,36.35685,청풍명월,상권정보
95510,유성구,온천1동,127.340675,36.35508,공릉동원조멸치국수 유성점,상권정보
95512,유성구,온천1동,127.338295,36.353733,곱창고 대전봉명동점,상권정보
95521,유성구,온천1동,127.34254,36.354973,나들이일식,상권정보
95524,유성구,온천1동,127.343025,36.356453,네네치킨 봉명구암점,상권정보
95536,유성구,온천1동,127.337265,36.353718,할매숯골냉면,상권정보
95540,유성구,온천1동,127.34108,36.35502,옛고을,상권정보
95545,유성구,온천1동,127.33769,36.351063,피자2001 유성점,상권정보
95550,유성구,온천1동,127.33638,36.350937,치코파닭,상권정보
95551,유성구,온천1동,127.3077,36.360508,마포진국설렁탕,상권정보
95553,유성구,온천1동,127.33576,36.35629,사랑방칼국시,상권정보
95561,유성구,온천1동,127.34069,36.35363,국수나무 온천역점,상권정보
95563,유성구,온천1동,127.333824,36.35158,아바이마을,상권정보
95565,유성구,온천1동,127.345894,36.358776,교촌 유성점,상권정보
95566,유성구,온천1동,127.337265,36.353718,엄마식당,상권정보
95567,유성구,온천1동,127.352806,36.358173,3MK,상권정보
95570,유성구,온천1동,127.333725,36.353374,가야숯불치킨 유성점,상권정보
95573,유성구,온천1동,127.34397,36.357838,화도갈비바이모란정,상권정보
95576,유성구,온천1동,127.338,36.35546,착한갈치,상권정보
95578,유성구,온천1동,127.34032,36.352818,어가일식,상권정보
95580,유성구,온천1동,127.324745,36.348457,용진식당,상권정보
95581,유성구,온천1동,127.344406,36.358047,미진축산 봉명점,상권정보
95584,유성구,온천1동,127.33181,36.35132,이화향,상권정보
95586,유성구,온천1동,127.33528,36.35414,할머니두부집,상권정보
95587,유성구,온천1동,127.337166,36.354187,오늘은왕족발,상권정보
95589,유성구,온천1동,127.33634,36.352913,미러유조개칼국수 봉명점,상권정보
95591,유성구,온천1동,127.35418,36.3584,써니,상권정보
95596,유성구,온천1동,127.35418,36.3584,고미후쿠데판 유성홈플러스점,상권정보
95597,유성구,온천1동,127.333694,36.354923,청년피자 유성점,상권정보
95601,유성구,온천1동,127.34338,36.356133,아웃백스테이크하우스 유성점,상권정보
95602,유성구,온천1동,127.3392,36.35142,청년분식,상권정보
95603,유성구,온천1동,127.347885,36.35513,계룡스파텔만리장성,상권정보
95609,유성구,온천1동,127.35418,36.3584,롯데리아 까르프유성점,상권정보
95613,유성구,온천1동,127.335266,36.356224,구들마루 유성점,상권정보
95620,유성구,온천1동,127.33469,36.353336,인사동,상권정보
95624,유성구,온천1동,127.344406,36.358047,살롱드뱅,상권정보
95626,유성구,온천1동,127.33538,36.355972,유성양푼이동태찌개,상권정보
95637,유성구,온천1동,127.35418,36.3584,엔제리너스 홈플러스유성점,상권정보
95638,유성구,온천1동,127.33701,36.353825,부산왕떡볶이,상권정보
95645,유성구,온천1동,127.33104,36.351135,금송식당,상권정보
95650,유성구,온천1동,127.34594,36.353516,부연부,상권정보
95651,유성구,온천1동,127.345894,36.358776,시오,상권정보
95657,유성구,온천1동,127.34126,36.35523,알텐데,상권정보
95658,유성구,온천1동,127.34854,36.3589,봉명참치,상권정보
95663,유성구,온천1동,127.35091,36.35851,싱싱뽈락,상권정보
95666,유성구,온천1동,127.307915,36.359158,대추나무카페 대추나무,상권정보
95668,유성구,온천1동,127.345505,36.358803,도이식탁,상권정보
95669,유성구,온천1동,127.345505,36.358803,양우명가화로구이,상권정보
95673,유성구,온천1동,127.34545,36.35459,이팝,상권정보
95678,유성구,온천1동,127.34562,36.35388,복촌식당,상권정보
95686,유성구,온천1동,127.35012,36.358665,라라감자탕,상권정보
95687,유성구,온천1동,127.331764,36.354897,하눌쏘,상권정보
95688,유성구,온천1동,127.334404,36.354893,장맛,상권정보
95691,유성구,온천1동,127.352104,36.357903,오빠꼼장어언니닭발,상권정보
95694,유성구,온천1동,127.33329,36.353977,라인카페,상권정보
95696,유성구,온천1동,127.33641,36.35532,아임일리터 시외버스터미널점,상권정보
95702,유성구,온천1동,127.337654,36.35572,온천돌구이,상권정보
95706,유성구,온천1동,127.33461,36.35439,부어치킨,상권정보
95708,유성구,온천1동,127.345146,36.3588,불이아,상권정보
95712,유성구,온천1동,127.3374,36.35369,멕시칸치킨호프,상권정보
95714,유성구,온천1동,127.32001,36.3591,하동만두샤브앤막국수,상권정보
95720,유성구,온천1동,127.34454,36.35869,나인콧,상권정보
95721,유성구,온천1동,127.34824,36.359043,재바우감자탕,상권정보
95726,유성구,온천1동,127.340675,36.35508,울엄마양평해장국,상권정보
95734,유성구,온천1동,127.3428,36.35384,워낭명가,상권정보
95737,유성구,온천1동,127.34516,36.358826,양평오일장족발,상권정보
95740,유성구,온천1동,127.337166,36.354107,커피2데이,상권정보
95741,유성구,온천1동,127.336945,36.35488,홍루이젠 대전봉명점,상권정보
95744,유성구,온천1동,127.344826,36.35732,파스쿠찌 대전봉명점,상권정보
95749,유성구,온천1동,127.329025,36.357105,대한중국성개발,상권정보
95754,유성구,온천1동,127.33497,36.35066,더피그딜리버리 유성점,상권정보
95756,유성구,온천1동,127.35149,36.357292,고치소사마,상권정보
95757,유성구,온천1동,127.333565,36.3546,한국집식당,상권정보
95764,유성구,온천1동,127.333,36.356487,보물섬회센타,상권정보
95765,유성구,온천1동,127.35077,36.357697,양화리,상권정보
95768,유성구,온천1동,127.338005,36.35193,닭스봉명,상권정보
95774,유성구,온천1동,127.345695,36.35837,용범이네인계동껍데기 봉명점,상권정보
95777,유성구,온천1동,127.33243,36.35397,장춘원,상권정보
95781,유성구,온천1동,127.34026,36.351616,도넛,상권정보
95783,유성구,온천1동,127.35118,36.358032,할매국수,상권정보
95787,유성구,온천1동,127.337166,36.35616,아모카페앤샵,상권정보
95788,유성구,온천1동,127.33897,36.35353,옥류관,상권정보
95789,유성구,온천1동,127.34406,36.35746,바니트리커피,상권정보
95791,유성구,온천1동,127.344246,36.35874,진1926 봉명점,상권정보
95792,유성구,온천1동,127.336555,36.352383,페리카나치킨 구암점,상권정보
95798,유성구,온천1동,127.33462,36.35449,부산꼼장어,상권정보
95803,유성구,온천1동,127.34991,36.35714,조복란복집,상권정보
95810,유성구,온천1동,127.3077,36.360508,추어명가,상권정보
95811,유성구,온천1동,127.349014,36.358334,이순신소국밥,상권정보
95812,유성구,온천1동,127.344246,36.35874,투플레이컴퍼니유성 3지점,상권정보
95813,유성구,온천1동,127.34406,36.35746,연안식당,상권정보
95814,유성구,온천1동,127.344246,36.35874,이차돌 대전봉명점,상권정보
95816,유성구,온천1동,127.324425,36.348392,천안흑염소,상권정보
95817,유성구,온천1동,127.35296,36.357563,한판돈까스,상권정보
95818,유성구,온천1동,127.34999,36.357483,인스,상권정보
95824,유성구,온천1동,127.334206,36.35326,장춘원,상권정보
95825,유성구,온천1동,127.342804,36.35501,울투라에스프레소 유성온천점,상권정보
95828,유성구,온천1동,127.33435,36.35474,착한돼지,상권정보
95833,유성구,온천1동,127.33777,36.351334,따뜻한밥상,상권정보
95834,유성구,온천1동,127.335144,36.352184,인터뷰맨션,상권정보
95835,유성구,온천1동,127.333725,36.348843,타이탈리,상권정보
95836,유성구,온천1동,127.34646,36.359142,레드보틀,상권정보
95838,유성구,온천1동,127.35296,36.357563,탐앤탐스 대전유성점,상권정보
95840,유성구,온천1동,127.340675,36.35508,설도 유성점,상권정보
95842,유성구,온천1동,127.33118,36.349854,영심이네,상권정보
95845,유성구,온천1동,127.3077,36.3607,향 기울차반,상권정보
95846,유성구,온천1동,127.344406,36.358047,민주식당,상권정보
95855,유성구,온천1동,127.33243,36.35397,유성행복을볶는집,상권정보
95857,유성구,온천1동,127.33938,36.351566,봉명다방,상권정보
95859,유성구,온천1동,127.3405,36.356377,푸드메이커,상권정보
95869,유성구,온천1동,127.3425,36.35874,페리도트,상권정보
95870,유성구,온천1동,127.33786,36.35612,아베오,상권정보
95871,유성구,온천1동,127.34032,36.352818,돈소도,상권정보
95882,유성구,온천1동,127.344925,36.35776,물금역쪽갈비 봉명점,상권정보
95886,유성구,온천1동,127.344406,36.358047,뼈대있는집,상권정보
95888,유성구,온천1동,127.333885,36.354645,비스트로피자 대전유성점,상권정보
95889,유성구,온천1동,127.34041,36.35252,육개장대표브랜드이화수전통육개장,상권정보
95895,유성구,온천1동,127.34673,36.35799,오호리준 대전봉명점,상권정보
95896,유성구,온천1동,127.33727,36.35469,엉터리갈비,상권정보
95901,유성구,온천1동,127.33648,36.351227,아줌마순대,상권정보
95903,유성구,온천1동,127.34378,36.358425,크래버,상권정보
95905,유성구,온천1동,127.34494,36.355385,청주해장국명랑복집,상권정보
95906,유성구,온천1동,127.34984,36.356464,온천칼국수,상권정보
95907,유성구,온천1동,127.338646,36.35399,카페달오,상권정보
95908,유성구,온천1동,127.347885,36.35513,스카이라운지모든스테이크,상권정보
95922,유성구,온천1동,127.345085,36.35852,노랑통닭 봉명점,상권정보
95934,유성구,온천1동,127.33115,36.357246,양반고을함흥냉면,상권정보
95937,유성구,온천1동,127.34158,36.35366,본죽 유성온천역점,상권정보
95939,유성구,온천1동,127.346176,36.357094,남도명가,상권정보
95943,유성구,온천1동,127.33261,36.353683,탭하우스,상권정보
95958,유성구,온천1동,127.34406,36.35746,투플레이컴퍼니유성 1지점,상권정보
95963,유성구,온천1동,127.33181,36.35132,대구막창,상권정보
95966,유성구,온천1동,127.34396,36.357426,카페민트,상권정보
95968,유성구,온천1동,127.33763,36.35465,유명돌구이식당,상권정보
95969,유성구,온천1동,127.33715,36.355755,대전미피월드,상권정보
95970,유성구,온천1동,127.34931,36.35484,제일생삼겹살,상권정보
95972,유성구,온천1동,127.336945,36.35488,따다,상권정보
95975,유성구,온천1동,127.333694,36.354923,카페제제,상권정보
95979,유성구,온천1동,127.34223,36.356865,신뜸부대찌개,상권정보
95980,유성구,온천1동,127.34191,36.356594,내담,상권정보
95983,유성구,온천1동,127.337265,36.353718,유성비빔밥,상권정보
95988,유성구,온천1동,127.33601,36.354702,왕가장수촌,상권정보
95989,유성구,온천1동,127.33621,36.35501,왕가장수촌,상권정보
95992,유성구,온천1동,127.3315,36.350693,정식당,상권정보
95995,유성구,온천1동,127.34191,36.356594,스카이베니스레스토랑,상권정보
96004,유성구,온천1동,127.3508,36.355648,한가족식당,상권정보
96008,유성구,온천1동,127.344246,36.35874,봉명가든,상권정보
96015,유성구,온천1동,127.33275,36.353622,수니김밥,상권정보
96020,유성구,온천1동,127.3332,36.352695,사천반점,상권정보
96022,유성구,온천1동,127.33985,36.35503,원조홍탁명가,상권정보
96034,유성구,온천1동,127.350586,36.35693,자매삼겹등갈비,상권정보
96038,유성구,온천1동,127.34044,36.355927,맹구네,상권정보
96039,유성구,온천1동,127.350945,36.358067,담소소사골순대육개장,상권정보
96044,유성구,온천1동,127.351715,36.358376,임진강,상권정보
96045,유성구,온천1동,127.33834,36.351833,달콩수제팥빙수단팥죽,상권정보
96047,유성구,온천1동,127.33866,36.352608,원산골집,상권정보
96052,유성구,온천1동,127.33118,36.349854,먹고갈래싸갈래,상권정보
96059,유성구,온천1동,127.33435,36.35474,OH짜글 유성점,상권정보
96066,유성구,온천1동,127.344925,36.35776,정통꼬리막창 봉명점,상권정보
96067,유성구,온천1동,127.337166,36.35616,뷔페제이씨,상권정보
96077,유성구,온천1동,127.34433,36.35785,아케이드커피,상권정보
96079,유성구,온천1동,127.337456,36.35363,한끼분식,상권정보
96080,유성구,온천1동,127.352104,36.357903,코마,상권정보
